Heart_disease_number
9550
6373
2248
2153
471
3954
4124
1445
1606
929
846
365
2476
2515
665
1058
1352
2307
2290
1978
4123
5256
971
3671
2703
308
2758
21729
504
26844
3785
464
3980
2262
1408
1816
18763
1099
2250
10912
2271
3531
1358
9901
757
996
266
1481
310
37811
5756
17216
5069
9341
12721
1413
30857
226
5024
152
991
1123
2621
1092
290
2548
393
22248
488
1014
3538
4057
8502
6117
1696
2969
134
37986
1831
5301
376
1095
35
1996
2789
1048
2429
2551
2064
275
202
1410
7788
12026
1081
4055
669
522
1951
47200
15353
8778
24957
2652
2951
3228
910
2801
317
408
3074
13454
1017
15260
5819
1387
2075
372
538
4329
4530
1432
3825
5051
1522
906
508
8558
556
718
809
5407
10091
1251
1253
5947
1706
3608
2670
1301
382
334
2523
5117
407
43089
234
1655
840
2816
1487
3248
1572
74
1198
2296
770
2487
1052
1603
541
1356
1665
22204
3384
1429
22505
2491
987
1216
8852
372
8466
669
2004
698
532
14102
726
2333
663
2467
419
1626
3235
8730
3872
2512
78
804
9575
1269
2297
2003
2078
2272
3517
479
1574
1348
1050
3312
26937
35077
4633
5361
3719
558
1342
1497
622
1370
24965
5694
1014
5190
1566
3642
343
679
2192
120
1086
445
6231
1549
582
2614
10048
802
10770
2317
1249
20299
346
20228
2718
647
174
142
1871
925
610
3921
1114
38571
1875
4888
973
1822
3907
7645
371
14352
216
1564
9684
7339
30855
170
23638
1632
382
2400
659
153
559
2406
1931
4101
103
435
3041
9192
2435
997
4757
3806
3808
1795
38151
4431
15928
2820
3282
248
33023
2351
4170
2070
2125
6260
621
48398
4301
3087
3245
3868
1030
131
662
361
519
1149
33444
1101
2594
862
1778
291
1206
12913
971
1336
5789
16890
698
1859
47503
4212
13991
1240
1651
200
3924
1324
17
1869
3330
334
4957
657
1194
1115
2653
690
8615
475
643
2065
11684
7373
587
1689
449
6852
167
1082
13064
5313
39011
93262
23641
297
3663
5763
127
4460
1944
1862
1603
1553
1954
2254
3706
691
247
731
13997
2914
602
650
11305
1477
295
1217
1945
1566
1906
1713
3218
364
4425
5491
10979
26639
552
1471
2509
12381
500
2177
127
19627
480
3373
1117
845
172
1175
2659
7140
10245
4523
2814
79547
62563
3861
393
780
1883
2635
1422
1480
130
429
724
647
2212
903
15962
238
1934
14123
14230
822
549
4701
2794
4757
1665
11791
2146
2421
6566
821
13334
4674
462
1294
1018
1898
275
2641
6198
847
3023
299
3376
2303
623
2268
703
2343
382
5793
5577
2113
2267
1558
7211
3119
772
1398
182
300
732
7480
5041
1253
653
3679
2131
4702
242072
27
1366
2898
801
5341
1196
2066
397
230
191
2538
41504
23631
4995
1613
576
2222
1878
6026
524
238
4686
1255
62
502
2270
157
6655
235
2654
5750
1497
299
38374
7786
793
289
10150
1140
180
5561
242
15192
6804
1184
41427
2108
1126
4843
993
1376
1662
2959
675
2501
1940
11985
917
3495
50635
14538
777
976
1103
351
6456
4304
1265
824
47
1342
6329
5557
876
2502
2017
1954
22773
253
8146
5017
326
767
317
2593
410
2029
1153
4934
2371
1127
140
13119
5397
765
4056
317
1184
32828
305
2024
3643
1064
2090
5871
1744
879
2507
6130
1162
546
1390
339
56
1293
1562
909
987
232
1794
7233
2173
1532
30532
20163
2222
1594
188
2172
239
3613
65873
4415
795
2579
1489
1408
380
6220
1341
32766
2205
3885
1380
2633
551
958
1161
1465
526
824
1728
1828
5599
1709
740
10495
970
5767
23274
1135
2106
108
947
137
359
1413
14926
51440
4668
2698
707
2505
93
2562
919
2252
1674
1138
5581
3161
673
12677
3935
1986
110071
671
4092
2232
16250
26853
221
344
2176
535
153
10347
451
5699
491
822
792
1793
323
97014
4996
1450
1140
673
97
2043
1555
41823
42859
29069
1459
2687
12529
9041
1693
1969
6752
612
1331
4655
11594
583
3225
1623
981
3865
805
503
593
818
176
394
2157
1003
1387
1271
360
1677
2417
124
388
826
949
721
713
335
2973
1830
656
1036
10491
541
1024
868
567
1463
1565
278
33415
497
8267
595
1003
862
2554
494
4107
40301
2285
1034
3345
8219
376
317
1768
289
64227
456
194
3422
861
1447
159
3349
3853
771
1017
1231
1853
482
1270
1102
1409
1960
3076
14980
64
788
11389
1325
1704
5393
3449
1731
2066
15878
8689
742
6488
17168
2136
2062
1229
5877
2663
5311
40556
4358
700
14446
490
1201
1727
3425
1860
10518
5930
1185
1765
764
2037
1266
2984
1501
1025
6495
76
213
233
1284
1327
2064
13013
2380
3832
1050
810
3982
5182
3465
328
46814
577
7162
449
954
8384
2734
554
273
377
7585
247
5394
76128
919
3327
1404
464
10377
529
39688
1069
1418
374
3289
75763
2661
119
201
6587
849
14016
2607
26396
821
65
504
1696
750
67657
2764
1248
580
1794
4384
1970
421
418
40685
878
2936
426
878
1255
3496
5856
16729
6571
2017
1317
2145
1096
135
11556
23077
12102
2001
3295
1936
1293
9349
691
34842
3117
570
594
3209
457
784
2211
457
123
1692
1998
1517
379
2982
7026
1276
49
416
4158
1565
1803
1433
1663
470
912
513
7477
1235
7363
1514
8363
2546
2272
4708
2311
4945
2041
1304
26228
445
1885
1884
53850
1790
8627
326
7163
622
205
20005
1003
1174
43823
3089
2997
1000
1573
1844
2454
5513
728
21949
1448
20256
8376
5144
8205
2851
14817
1884
1945
1721
15713
120639
258
899
2632
4442
4943
8404
2816
494
2132
2242
3818
8764
1625
1755
1377
1177
467
3329
3193
2222
3391
7420
2226
128
47
555
331
1053
8204
89
14535
748
2632
9916
2529
450
2702
2517
20306
1150
2566
508
3026
18102
22389
2278
2297
3886
5484
1112
10776
1475
15896
687
1980
2492
1473
542
11289
1431
19454
371
3993
2445
151
11910
52383
1318
2981
6339
2282
4915
1013
4031
1321
75432
2675
23918
6397
4831
396
3358
87
1181
2496
1029
40012
1085
2072
1499
4100
3851
1453
1487
6633
2468
14174
1287
3206
13982
1573
1397
2382
590
8393
789
13824
1686
3912
29169
4397
1931
2778
1000
1383
179
1357
657
26086
33840
1119
1297
1100
132
1348
825
3870
1171
592
669
123684
1373
14559
418
197
18376
596
6567
38899
1138
177
4866
312
1265
1243
244
3446
1323
2722
10688
607
677
657
1113
514
272
221
146
2983
107
12522
2439
344
10550
7375
36
987
2839
1458
25143
176
442
1448
1622
852
1953
1320
1106
97
510
1251
3466
391
1460
655
1321
1069
4410
1008
5034
52448
2600
1334
1553
988
633
815
1790
924
13919
4143
2946
1060
1807
5630
31550
390
1485
864
253
5829
3724
1743
2923
911
227
5230
1072
1097
4455
1721
768
1576
610
350
2435
4202
1299
677
2033
2656
7365
9859
28026
3211
2274
4681
3900
566
2211
1694
789
2783
668
6107
805
1947
4095
654
1323
5441
1911
805
3757
219
6178
1417
725
712
7430
1029
395
925
922
10162
301
2562
7005
434790
6845
3256
328
3049
2802
33256
15219
7875
5230
352
463
493
2092
920
2486
4550
6677
9308
6420
2468
675
2812
2260
4071
451
952
5176
672
845
2173
4264
278
221
1093
2255
3372
708
2268
25990
690
606
960
4453
2341
6778
2724
10671
2360
396
6840
2456
3062
1387
7399
47
6919
157
1901
1367
4960
3985
4440
470
62896
5626
201
1919
2989
51
635
637
2006
821
2905
21031
902
227
6085
917
375
2805
698
2373
5805
806
1355
3779
117
7381
947
2677
482
207
807
677
15076
1681
2662
2450
665
612
1461
2244
2146
1911
1716
1421
1728
460
1934
2673
45307
131
678
1448
723
3919
1213
4466
474
2028
1202
325
1010
1253
2663
2170
1131
172
515
3605
8722
896
9929
6482
2457
691
16912
1301
1501
841
6506
4985
5548
1461
738
560
17184
1295
3658
390
2014
14764
11404
1171
2658
407
530
14351
2507
3768
684
690
2314
26398
1923
1647
1796
6983
3433
1336
432
308
325
369
2669
250
3158
6377
2172
152
2845
97
303
1038
886
2994
1040
1278
95392
10944
979
14180
403
801
1221
350
797
569
747
947
14157
1411
584
1147
236
6846
14743
734
1116
1141
3605
857
7521
3066
2112
5952
23900
1120
5517
1670
3603
620
3716
223
1513
421
12626
564
941
2276
370
3248
10861
506
593
4612
872
8608
1265
816
1517
3261
924
2393
749
1167
206
3411
1618
1328
694
4621
46347
8848
1840
1093
415
1217
1327
488
1863
3050
4106
268
5934
536
5711
695
1134
331
4375
1918
13400
1767
3139
153
288
300
254
188
853
481
6619
10673
3825
202
1418
5276
5753
104031
827
1167
1116
2159
754
455
5732
7128
5052
2926
4035
1806
10806
908
3562
2151
4120
2263
762
1490
966
2319
8188
209
1296
296
25870
10039
11403
2477
2374
9325
222
1164
835
754
36009
435
264
831
8042
1134
1980
2733
5285
1710
8445
6391
15968
3938
480
7
218
4197
3828
1886
519
7178
345
19531
4513
1999
150
2602
9713
942
614
1208
7953
7505
1974
4488
733
15887
501
21568
1022
474
170
60329
2212
2794
437
799
703
181
26093
4519
689
1698
740
1139
234
7805
4040
3094
4305
1411
807
6246
694
1489
867
2282
61
6755
1734
90
30044
2859
13591
1437
30840
2052
1671
1869
570
342
1542
232
2812
28630
1587
880
823
1219
45
1135
1887
7035
1420
757
371
596
4562
266
8619
624
52875
2728
260
1406
1107
485
1327
14555
406
1675
3973
2280
265
1861
2863
2038
19360
18848
6026
6704
820
5840
524
4356
13248
26440
1051
314
400
2778
462
1421
1980
9652
2014
2856
863
5000
3014
857
1387
6969
46990
16450
814
9243
1478
761
1046
2048
4214
3198
1051
17650
912
246
3296
3581
2165
9400
3103
983
1838
1788
759
534
3802
3636
1663
7643
469
8686
1266
2442
1149
4857
3497
5584
365
12908
1122
450
399
1776
343
4211
321
2806
748
2586
5726
731
3181
2447
837
1778
621
1813
2633
1775
1785
4850
371
1719
10713
23947
9435
147
22309
1366
1405
10308
1021
59
17708
876
1001
1136
6897
10041
542
364
1581
873
792
3064
1993
23840
419
595
