Heart_disease_number
8218
14899
566
2522
2662
1842
19213
10037
7570
324
1957
12372
1513
56
710
1072
9644
1678
26244
1532
990
28767
1463
3505
7623
1711
1992
1422
1235
4488
995
1259
6516
46192
812
1173
2285
639
103
2607
11777
6960
2146
187
5202
4930
4666
736
1935
1251
312
886
3428
6716
2778
190
907
11235
1585
416
735
481
5185
116
332
4705
1834
66065
495
999
1109
44960
2152
2982
765
796
3366
425
5435
6299
3532
12232
158
630
142
31557
4202
943
2388
44
149
2191
25091
874
3027
260
2112
4984
3753
260
3796
960
3325
6913
648
4681
5520
522
976
792
19634
214
52
433
6468
1428
953
3605
1323
3758
2542
1924
763
2559
1870
2545
562
15651
1368
1033
3573
594
354
1197
687
1390
1075
2136
4707
68109
2945
92
611
1806
809
5087
324
2431
1037
3257
2453
7367
686
18120
1686
510
93
1200
37481
758
1145
2422
3699
8763
3635
180
171
1394
31
1363
1588
1280
7304
2208
8853
2308
220
4811
334
144
1217
5173
18030
1963
560
22709
32863
84
542
1049
13347
4574
2836
4983
393
4283
1448
4144
476
6165
7784
244
332
7002
921
299
1292
2618
100
4573
2444
347
1001
498
402
2568
4530
113
1829
2122
808
694
2070
14844
45399
1820
724
1804
3376
5766
4458
7269
739
3829
2544
1805
408
350
1029
13022
718
8282
3077
4945
1065
301
3321
1709
4033
866
1400
20408
169
2250
7924
54
248
1019
1187
270
2975
4447
2093
6652
1166
12343
2971
2783
3160
1968
83688
1322
664
1473
124
437
1986
1592
736
1694
27761
79
142
717
465
672
1709
696
3699
654
606
447
1429
703
19834
3232
27022
686
904
288
3601
10622
2342
4283
2719
855
1605
29483
3108
30634
1009
1246
650
3533
12996
9355
53
1517
2904
3574
697
6953
1817
407
4043
1977
450
3812
12104
1686
630
52
50058
694
986
1091
407
2254
12210
1348
1933
2839
25303
1389
1394
209
1072
19579
1026
566
913
1226
1056
493
403
824
2584
417
240
461
639
8434
2419
17351
577
331
440
1630
1022
20591
904
5467
623
436
2482
1088
2144
232
1028
3604
537
1146
2117
4975
665
2302
4427
383
1044
4000
2488
858
2676
881
1829
6269
587
3033
1177
1945
1342
410
1269
13414
9333
834
2282
3189
2469
822
640
136
3575
197
1612
2098
15980
1666
1154
3185
1549
147
541
7711
1862
1141
814
12335
979
208
885
3634
16376
2687
6899
4397
1655
4771
8506
9790
1105
936
877
382
1148
402
1528
2840
214400
1518
7180
328
295
222
1004
1199
1182
6255
2912
14948
12262
3665
156
3730
4118
591
2913
1842
801
1086
7913
621
785
1707
856
3501
2567
1551
2673
3040
1420
74849
1496
253
167
1970
936
5245
3790
4407
44373
2086
6739
198
1704
3581
2886
1032
991
3481
165
20574
971
705
2516
2254
392
22735
88
150
404
6227
1314
8383
3852
8682
3264
395
19518
12302
1380
2632
1331
825
4276
4725
25838
1059
5896
1233
24502
3227
3564
895
2637
1475
1570
1139
1014
1731
1139
21049
1917
1248
9401
787
36449
1738
2398
2157
1231
676
1596
1274
7542
130
369
881
1166
1425
2789
3351
2102
387
1668
1809
1091
1904
538
1202
614
1618
11142
504
431
6763
1300
111793
7331
1596
2131
2777
1284
3135
2147
114
4587
5782
1270
94
2495
1828
4722
8689
390
4065
9212
2243
6042
1300
645
645
1430
1501
749
4307
8030
288
8520
303
2771
4308
7179
1191
2891
1179
4766
1533
513
1277
3964
688
1000
37455
2936
4755
145
712
174
2270
3125
4872
3896
122
6579
255
2086
5031
1302
1905
61
173
13693
374
1307
416
7011
231
1275
14162
1888
1263
264
1321
467
1443
879
3552
10568
498
1146
2930
273
998
1641
1389
3141
477
137712
3596
1562
444
11475
5992
1072
903
2195
350
471
2523
225
2063
37762
4431
1478
356
1444
5594
1546
4036
3085
1650
1577
3615
7011
1879
1491
6344
3796
166
9514
3463
8447
5071
472
280
