0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone_pop,Black-alone_pop,Native_American-American_Indian-alone_pop,Asian-alone_pop,Hawaiian-Pacific_Islander-alone_pop,Two_or_more_races_pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Active_Patient_Care_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,county_pop2018_18_and_older,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,Heart_disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
0.056525493528527246,0.0790959756224356,0.04717804501775182,0.07361708119130361,0.13348873832937436,0.18661102001932614,0.2331049614970316,0.272138851827932,0.32996550307967387,0.24645995174620433,-0.14720226508082335,-0.14746672727892968,-0.11105430177289206,-0.07549000058723278,-0.08701099965799293,0.128631048934139,-0.434264133368149,0.66712177390433,-0.7501205323032586,0.872312075866751,-1.0395940319679817,-0.37275130900490905,-0.09701670972197608,-0.1708237591620908,0.10111428518757308,0.622438935045963,0.1282155870404253,-0.050164404144481464,0.10940452057785643,-0.3611679442195677,-0.611589018032375,-0.6735485843250888,-0.2801882673934522,0.09929306136628084,0.09420865496575222,0.21439895520394608,-0.2801882673934522,-0.45745548632134303,1.567478027678014,1.507824095201629,1.026931573446727,0.7770765371501772,0.8134732642489338,0.35548079786537684,0.18686248300525735,0.46483887292627074,0.1342488062369759,0.26697734613650276,0.28389923527755995,0.2619280819200828,-0.08647280538358088,0.14296145410788166,0.29996272258812057,1.308968191707356,0.8192813772725409,0.7687343797468238,0.026269549676560398,0.14376002828155443,0.12037462544045135,0.21865735270874134,-0.12210040727220657,0.27288347650578915,0.04334522639880785,0.31356204754444256,-0.25321804478841003,0.1739603478826492,-0.2613705989364849,0.1876465618336633,0.22730845663620378
-0.09035939026344866,-0.07270316469310033,-0.08908646478442277,-0.0935314987427262,-0.03382247271054487,-0.015148517150667552,-0.007836894318371496,0.031179093577478393,-0.032905209894146935,-0.006121453443456379,-0.1627302291562725,-0.13972379630131443,-0.11662953875713719,-0.07294039881057618,-0.11132627090968665,-0.05408383794398598,-0.17968896341326376,-0.24180752097050204,-0.6287431606192928,0.5376568678030229,-0.7425023993550672,-0.14818509444707811,0.2359269193709935,0.21692824734125818,0.0996525827007117,0.019195564285696062,-0.010603354301961866,-0.15215989616607833,0.0032587146357796895,0.1096857441820762,0.13640989259919387,0.03922468936780578,-0.6783560900364008,-0.07681707219576071,-0.07685275185851077,-0.07457179982991592,-0.6783560900364008,-0.4474795493334167,0.015064083864280185,-0.0722331137635825,-0.13061327079084356,-0.18091006340106547,-0.4118890562927465,-0.520836929551529,-0.08935370310780992,0.09198321480187874,-0.17043078468816872,-0.09546856637880792,-0.08141973729275506,-0.07779676165134598,-0.13270205510394378,-0.049750908283413296,0.005755834637636731,0.023472863957792918,0.4712405838428205,0.4410916429854777,-0.716328382944284,-0.046706503032521024,0.4522724658177541,-0.001561659459066679,0.6190354477242896,0.06440545139519639,0.7683803020488974,0.09908508884997277,0.3298435224493883,0.007385449716836157,0.26584803960348946,0.002875876852117276,-1.1052442693151252
-0.2285051833558357,-0.2412782100016101,-0.22883866073779804,-0.21938867836927634,-0.21585334971130757,-0.2274908415906668,-0.22662046768627758,-0.22451981883720884,-0.22746712342963035,-0.22569440115574071,-0.23296821000267284,-0.23529368722502264,-0.12805308555750883,-0.10523535464822639,-0.22000816514074187,-0.22812221756854598,-0.32387631249788096,-0.362760018529008,-0.4264475411460158,1.3557029319588036,-1.1633822122233628,-0.37275130900490905,-0.7103339212090253,-0.7877019513265096,-0.1517602450394459,-0.183181419930357,-0.2571535912436765,-0.23020343835813808,-0.17956535373536472,0.6130121007493506,0.5159914293376022,0.5030930103425464,-1.023856211271552,-0.23973760463766158,-0.24173211635732,-0.18941547948162918,-1.023856211271552,-0.08834581776807547,0.2141522842923005,0.18476414311630107,0.9714328480380762,0.8908967273146815,2.1920058748583253,2.1081162526991877,-0.2554459672629907,-0.21673936398230803,-0.1967863038342453,-0.22328560076062337,-0.19314025809068783,-0.22954354919171027,-0.27138980426503245,-0.223423972748242,-0.21720328100187108,0.0822383646549158,1.5153629641319817,1.5550769479740543,-0.34502941663386183,-0.22652374020866012,0.8948029196541578,-0.22597119975725471,1.5882131042581709,-0.20628131397502553,2.047853964960819,-0.18701393953557224,0.9129050896871866,-0.19903213475137846,0.44158758578348095,-0.21474292990392582,0.8935848196118683
-0.21450803251387576,-0.20664640613199456,-0.20375179543968777,-0.2065612848770578,-0.20357533450226278,-0.20973448711079173,-0.2173092745301485,-0.21435488493084084,-0.1616219343510279,-0.1998384933951048,-0.23077768947325794,-0.20498564311264295,-0.12616433180366252,-0.10311068650101257,-0.21254779782488128,-0.20852931904225647,-0.26562606174549197,-0.10175726063960032,-0.10277454998877238,0.9466798998809133,-0.6682294912018386,-0.4625777948280414,-0.20215680311975592,-0.29419939759497454,-0.14947467387817173,-0.180873168184421,-0.2260491413677827,-0.2151526366388895,-0.20256659498925486,-0.45858594871645947,-0.43296241250841805,-0.4698990775556903,-0.08564467515885699,-0.20634862796775358,-0.2064203902042749,-0.2008712081251916,-0.08564467515885699,0.151076669942153,-0.558499541178351,-0.4371057624202076,-0.5983882420923282,-0.5318556497416184,-0.8713999264958765,-0.60846870229322,-0.23370268628213733,-0.2832465158067258,-0.23211132310615748,-0.22872591083443808,-0.20482379647974028,-0.22548209906162336,-0.27138980426503245,-0.20383258761477147,-0.1997697845316626,-0.2868824365988873,-0.851314431190117,-0.8039507567076374,0.6017829474577149,-0.20674423664763492,-0.698306714156896,-0.22344336504634807,0.048930943880830566,-0.21251531220779427,0.597783813660641,-0.19648569875196445,0.0383127388304888,-0.19311322974041048,-0.08563105275649344,-0.20229243213456,0.22730845663620378
-0.275632981668939,-0.28709395053320824,-0.2686513120076446,-0.2591102205360014,-0.2694301433507758,-0.287578345150564,-0.30532362249646977,-0.320425970243791,-0.28940408193066414,-0.30073161948371135,-0.23434611807762737,-0.24945218958409052,-0.12957774220217994,-0.10523535464822639,-0.238797238380687,-0.2824424483538428,-0.20413968595130358,-0.3675732758131078,0.4231940606417473,0.6120246918171846,-0.17307677018031425,-0.3278380660933429,0.4724921295159982,0.41961679619528147,-0.2069860226339541,-0.33135498376158024,-0.29481165292486394,-0.25366087995932585,-0.26846022873702385,-0.8482579667040269,-0.533439878115644,-0.49252680053006803,0.1447129540330405,-0.2732042023191413,-0.273320920747403,-0.26545287835327475,0.1447129540330405,0.08124511102666956,-0.8571318418203828,-1.0367660284732698,-0.24161072160814534,-0.19988009509514837,-0.5650593463604561,-0.25794161132645743,-0.3148999530423622,-0.3093924665357861,-0.3140137075891505,-0.27437292883721526,-0.28638890536996997,-0.2856677712680334,-0.27138980426503245,-0.2805171922390595,-0.3067495706002797,-0.8157719428729933,-0.7817062725041728,-0.7384222093553681,-0.3078995200028196,-0.28266707012200476,0.4301459431259336,-0.30310395302160387,0.048930943880830566,-0.32288989144481567,-0.42579511666889674,-0.336940210419698,-0.5447488284073095,-0.28209973879102046,-0.08563105275649344,-0.28772403916903827,0.8935848196118683
-0.17925955526316628,-0.18221454449701976,-0.15304777338188116,-0.13829311178240028,-0.13739497222017658,-0.16155557862206404,-0.1604992099573104,-0.1364914912080619,-0.1253433592070753,-0.18607564502318177,-0.006214004231949854,-0.161846456237358,-0.1219772150481478,-0.04616958015568193,-0.15710161110700396,-0.1567167844958013,-0.23865835306383038,0.8206802079035116,-0.2646110455673941,0.872312075866751,-0.7425023993550672,0.12129436302231895,-0.026923314123456166,-0.003385392717462823,-0.03556818553839209,-0.09947692240667881,-0.14880054272948784,-0.20557946452597237,-0.07142819519445896,1.3436471344760392,1.375631968421644,1.5326544056767275,-0.9531725237270183,-0.1905796209246157,-0.1910742327699914,-0.17566860510935428,-0.9531725237270183,-0.9013846822840575,0.25681404152687665,0.4734894564011086,-0.0830429347262863,0.008790253539774522,-0.5650593463604561,-0.6961004750349103,-0.1524435580687317,-0.1579820164136184,-0.2608756204553858,-0.16122683145689462,-0.18018627954810457,-0.1773391783124946,-0.1904886172543974,-0.1522540716218515,-0.14031623836322263,-1.199584119301077,-1.1993552246198373,-1.1971220408212526,-0.38215931326490404,-0.1495293043385451,0.518652033893214,-0.13133285317406004,0.8470772492616736,-0.09433182992130466,0.9816259125342177,-0.0734177040019919,0.9129050896871866,-0.09577260904574857,0.7930666781434631,-0.11103293252718709,0.8935848196118683
-0.1465914223415833,-0.14467875707354177,-0.13263155211081742,-0.12606474310704863,-0.11404814026964442,-0.07185047578973525,-0.05262491203139739,-0.035096275492041015,-0.039362286500564725,-0.06538605160785667,-0.22003707268386874,-0.21117998789473513,-0.11692536765834202,-0.09631174842992832,-0.14429925237978644,-0.10814538647163534,-0.27749185356542305,-0.2883874301714671,-1.0333343995658468,0.054266011710970306,-0.6434718551507623,-0.3278380660933429,-0.0882550352721611,-0.15319866795739312,-0.11093888104273532,-0.059588712411118586,-0.08664205537620251,-0.08401919823916863,-0.13034090747217567,-0.7183672940415042,-0.6339173437228695,-0.6509208613507113,0.2926183886072137,-0.10599063085262239,-0.10771315851236206,-0.06440484065875428,0.2926183886072137,-0.2778886205386724,2.86155133046015,2.4850482324732863,1.986266684081975,1.4030875830549487,1.9622504397567595,0.5307443433487581,-0.06059762060537997,0.037829797790602804,-0.24849265869079698,0.04053194902319807,-0.1609705726583284,0.0030551506594861852,0.005985694057144909,-0.10250453727001278,-0.04208647056114149,-0.45950609489668576,0.40163242515687647,0.3755630956332085,0.08196439462312373,-0.09780191836371077,-1.339975872219681,-0.12435765151187916,-0.4071526591939361,-0.08317625413635006,-0.2551986282806403,-0.07633708184266073,-0.7633969161214839,-0.10717072898115547,-0.612849691296467,-0.093814159016362,-0.4389679063394607
-0.14072479042347488,-0.1578546824542895,-0.19416575748024725,-0.16339018600630614,-0.19162287272679113,-0.2294795532924128,-0.2468634730605202,-0.2681782099650594,-0.25372023752677636,-0.19573718179459115,-0.23132531960561167,0.37285823441681504,-0.1258002346944873,-0.048719181932338526,-0.16833821373089272,-0.1958751916622764,-0.14013632401349346,-0.3581020276089115,1.7178860252707204,-1.4330904685722679,2.005595202314393,-0.10327185153551194,-0.3248202454171658,-0.33826212560671876,-0.1399868959179988,-0.21887833070303347,-0.19892727097356735,-0.22677991985418094,-0.19361669566867504,-0.6047129554617973,-0.8572006006278154,-0.8771980910944873,0.7965574846980976,-0.2141465542071849,-0.21530435233763093,-0.18354441855180342,0.7965574846980976,-0.013526290358629256,-0.9045337943032449,-0.8210152449197868,-1.787646643706271,-1.6890275830807424,-1.4074959417328619,-1.2218911114850535,-0.2515331463051611,-0.21982738597981125,-0.2347917033830028,-0.235537471979285,-0.23320869352100154,-0.2240747060810278,-0.22516055454466957,-0.18996872171821133,-0.2590237105115124,1.8029656819425453,1.2369303293882055,1.2274342112127081,-0.5306788997890729,-0.21099924396260838,0.2531337615913728,-0.21434586365361988,-1.4333407661121629,-0.25897500430042875,-1.1508301923189854,-0.26635614173863836,-0.8727209599785714,-0.21739765144255338,-1.1400683298364414,-0.22454438559470316,0.22730845663620378
-0.2576679428491713,-0.26398208142271634,-0.2498463609467847,-0.24211030935388247,-0.23506100229212387,-0.24406343910521683,-0.2553790895862205,-0.23864907696706036,-0.237237699873552,-0.25970559273901395,-0.21825285838168404,-0.2344087808275809,-0.1289178161917999,-0.10183588561268427,-0.22673170605503595,-0.24993978351060397,-0.23146696408205397,-0.3421095921165802,-1.0333343995658468,1.2441511959375604,-1.4357162087852011,-0.5074910377396077,0.2709736171702534,0.17286551932951397,-0.14269768962090534,-0.27192762521489533,-0.2565150341959812,-0.24199555764954597,-0.22377785637902906,0.04474040785081492,0.16990238113493583,0.10710785829093834,-0.7122087091481714,-0.25090905945693875,-0.25143163493038845,-0.23423601779956713,-0.7122087091481714,-1.5149048070415163,0.20941208904401454,0.19110975439728642,0.19445069231696704,0.1605505070924473,-0.2587187662250363,-0.43320515680983873,-0.28050811547828924,-0.2780225840633789,-0.32835591453166724,-0.24552625958755994,-0.2640019196604959,-0.25650954253867064,-0.27138980426503245,-0.246673321163875,-0.24574896797026588,1.8856046672978741,1.3761466467600936,1.3584913059172468,0.34187367104041927,-0.24667614570227064,0.4743989885095746,-0.25685944742795885,1.360171302720787,-0.24841001782173644,1.1948715230195381,-0.2529918787346877,0.767139697877737,-0.2281531474053409,1.3202853166834374,-0.23209415551868032,0.8935848196118683
-0.26372931773551567,-0.27555001591000305,-0.2510905062989674,-0.2393630576075619,-0.25575689914070315,-0.27216582946203244,-0.29200508038706996,-0.2943529147739571,-0.27394108268897943,-0.28173131442991517,-0.22512473326831625,-0.22246254446211736,-0.12818962197344952,-0.1014109519832415,-0.2347446931720714,-0.26669935048548377,-0.22571385289663284,-0.2140148418139262,-0.1836927977780836,-0.39194093237400085,0.14877249848367655,0.2111208488454514,-0.3861519665658707,-0.35588721681141644,-0.1683705005719616,-0.3062881797136089,-0.27946947964734314,-0.2511756591194162,-0.237560701332722,0.5643030985009045,0.4936631036471077,0.4465237029066024,-0.27982504186650187,-0.26407477718890354,-0.264598824777654,-0.24712371252357485,-0.27982504186650187,-0.44249158083945395,-0.7007053986269374,-0.8210152449197868,-1.185089053555206,-1.2811719016579368,-1.1011553615974414,-1.2218911114850535,-0.31532479063071256,-0.30194495604795846,-0.32317305613611524,-0.26583013031382746,-0.291807434572281,-0.27556102216385964,-0.27138980426503245,-0.26491687328359764,-0.2878854627785083,1.6542155083029528,1.1673221707022612,1.161905663860439,1.7899396396510658,-0.2657098453981252,0.5407785565850345,-0.28084008259987536,0.5050145469555983,-0.2928354578594674,-0.1272512619894478,-0.3100170592224188,0.7306983499253746,-0.25375663936707094,0.6173271319634717,-0.2637502083578126,0.8935848196118683
