0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone_pop,Black-alone_pop,Native_American-American_Indian-alone_pop,Asian-alone_pop,Hawaiian-Pacific_Islander-alone_pop,Two_or_more_races_pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Active_Patient_Care_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,county_pop2018_18_and_older,anycondition_number,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
1974.0,1931.0,1918.0,1357.0,1339.0,1185.0,1151.0,703.0,425.0,11546.0,158.0,138.0,31.0,19.0,91.0,11983.0,18.0,413.0,13.8,8.3,5.5,5.5,-9.6,-4.1,2719.0,2240.0,1576.0,614.0,3701.0,32.0,44.5,43.4,30076.0,3593.0,3250.0,343.0,30076.0,49.6,224.8,199.9,72.9,66.5,6.2,5.4,4.133243002,2.43944837,0.21835213,4.534042324,4.013003206,14.15239104,0.0,12152.0,2252.0,1657.0,43.0,48.0,507.0,8477.0,4807.0,45.4,3849.0,9.9,8.1,685.0,20.4,1732.0,4.7,400.0,6.0
1380.0,1272.0,1154.0,1105.0,1127.0,1533.0,1484.0,927.0,685.0,10078.0,62.0,230.0,122.0,4.0,171.0,10667.0,-128.0,329.0,13.3,11.6,1.7,2.8,-16.4,-13.6,1081.0,2595.0,2692.0,1285.0,1147.0,10.9,13.1,11.9,59705.0,5328.0,5160.0,168.0,59705.0,91.5,237.6,217.1,87.0,79.6,10.5,9.7,6.413585729,3.185741708,0.547330073,4.925970658,8.238019306,12.67279631,0.0,10920.0,2923.0,1279.0,34.0,38.0,99.0,8246.0,3842.0,36.9,3043.0,9.1,7.8,645.0,12.6,1043.0,3.5,287.0,6.0
92110.0,88182.0,99845.0,99685.0,82350.0,90455.0,77909.0,43858.0,25913.0,491222.0,166975.0,4215.0,13608.0,2120.0,22167.0,700307.0,2587.0,11067.0,13.2,9.6,3.6,1.1,-1.0,0.1,45492.0,133015.0,145567.0,144748.0,89787.0,13.0,19.0,17.7,55864.0,363146.0,349588.0,13558.0,55864.0,102.7,273.1,236.3,86.6,79.0,7.0,6.3,390.5929597,76.01531115,13.9456661,435.6306027,312.7487087,1241.964445,274.0,688554.0,136794.0,35.0,25.0,29.0,95.0,535328.0,235337.0,34.9,186829.0,6.7,7.8,41587.0,11.7,62470.0,3.0,16187.0,1.0
1036.0,904.0,667.0,789.0,755.0,1092.0,1237.0,655.0,315.0,7185.0,88.0,76.0,18.0,2.0,81.0,7450.0,26.0,34.0,14.3,9.3,5.0,3.0,-4.2,-1.2,348.0,1486.0,2145.0,1148.0,604.0,8.2,12.3,12.2,64053.0,3696.0,3577.0,119.0,64053.0,102.9,207.9,199.6,79.8,76.2,10.6,10.4,3.688010288,2.07611768,0.373959085,1.702158595,4.848572967,7.014956633,0.0,7347.0,1964.0,1360.0,50.0,56.0,11.0,5639.0,2275.0,30.2,1703.0,7.7,7.8,439.0,10.1,570.0,3.1,174.0,6.0
255.0,313.0,277.0,301.0,329.0,528.0,688.0,481.0,206.0,3250.0,19.0,26.0,15.0,1.0,67.0,3378.0,20.0,40.0,5.3,8.9,-3.6,0.6,8.9,9.5,215.0,827.0,789.0,665.0,449.0,13.4,20.1,17.5,48410.0,1675.0,1585.0,90.0,48410.0,87.6,247.1,236.2,91.5,88.0,9.8,9.4,1.60265837,1.243332188,0.178073152,1.093877935,1.866588221,3.663219132,0.0,3206.0,1229.0,1041.0,26.0,30.0,39.0,2861.0,1153.0,31.1,890.0,9.2,8.0,229.0,12.3,351.0,3.6,103.0,6.0
1401.0,2050.0,1853.0,1386.0,1464.0,1742.0,1350.0,980.0,612.0,9087.0,3420.0,28.0,134.0,2.0,167.0,12838.0,63.0,1308.0,10.5,10.2,0.4,0.7,4.0,4.7,975.0,3278.0,2253.0,1355.0,2156.0,18.7,28.0,28.9,46019.0,4660.0,4394.0,266.0,46019.0,78.5,228.7,202.9,79.1,71.9,7.0,6.1,5.876240972,4.060281145,0.176958451,6.075166679,4.162795006,15.60651496,0.0,12779.0,2860.0,346.0,10.0,13.0,23.0,10218.0,4739.0,34.1,3484.0,8.1,9.2,944.0,13.1,1341.0,3.5,354.0,6.0
14531.0,15278.0,14369.0,14299.0,15005.0,16956.0,14526.0,9376.0,4749.0,98591.0,15539.0,1311.0,836.0,182.0,2630.0,119089.0,278.0,1998.0,11.9,11.2,0.6,0.7,1.1,1.8,13706.0,24350.0,26356.0,17849.0,15419.0,13.2,20.1,18.5,52797.0,56339.0,54356.0,1983.0,52797.0,105.8,217.1,196.7,77.2,71.2,7.6,6.9,61.81194082,13.03483971,2.460782823,55.67216586,45.51230014,154.51767,34.0,119157.0,26739.0,51.0,0.0,1.0,103.0,91921.0,45187.0,37.4,34378.0,8.7,9.7,8910.0,13.7,12583.0,3.4,3088.0,4.0
1629.0,1995.0,1842.0,1781.0,1772.0,2113.0,2380.0,1435.0,644.0,14037.0,324.0,657.0,96.0,42.0,435.0,15591.0,-2.0,612.0,10.4,9.5,0.9,3.2,-4.2,-1.0,1540.0,3982.0,3653.0,1694.0,3763.0,25.2,35.4,31.6,39123.0,5603.0,5176.0,427.0,39123.0,82.5,244.8,213.8,91.1,82.1,7.7,7.3,7.604175376,3.958337867,0.305059873,7.284234533,8.444950149,21.53276276,0.0,15534.0,4251.0,1155.0,31.0,35.0,57.0,12365.0,6189.0,38.6,4773.0,9.2,8.8,1087.0,15.1,1866.0,4.1,505.0,3.0
4807.0,5437.0,4234.0,4533.0,4517.0,5292.0,4920.0,2731.0,1992.0,37342.0,263.0,107.0,300.0,10.0,441.0,38463.0,-236.0,1005.0,10.0,10.4,-0.5,0.3,-6.0,-5.7,1422.0,8325.0,8029.0,8199.0,2662.0,7.1,7.7,7.1,72247.0,19161.0,18379.0,782.0,72247.0,111.0,284.4,240.5,99.6,87.2,7.0,5.8,14.98239309,7.522894135,0.564518942,29.13461127,18.27592339,64.55440135,0.0,38942.0,8978.0,537.0,13.0,17.0,203.0,29215.0,12120.0,31.3,9144.0,6.8,7.3,2119.0,9.3,2712.0,2.8,812.0,3.0
5697.0,5810.0,5426.0,5487.0,4702.0,5548.0,4982.0,2897.0,1993.0,39314.0,1401.0,327.0,373.0,139.0,988.0,42542.0,38.0,851.0,12.3,9.5,2.8,1.2,-3.1,-1.9,4189.0,9690.0,9050.0,5159.0,6885.0,16.6,23.3,21.1,45254.0,20716.0,19859.0,857.0,45254.0,83.2,273.1,236.3,86.6,79.0,7.0,6.3,23.72760188,4.617751025,0.847166353,26.46353256,18.99874707,75.44641336,9.0,42309.0,9293.0,1013.0,25.0,29.0,159.0,32076.0,15060.0,35.7,11451.0,8.5,9.9,3191.0,12.3,3932.0,3.3,1054.0,5.0
6482.0,6515.0,6752.0,7111.0,6640.0,8720.0,10927.0,7468.0,3774.0,58213.0,428.0,1885.0,870.0,180.0,2813.0,64389.0,608.0,1230.0,9.6,14.6,-4.9,0.0,14.3,14.3,5253.0,14220.0,19180.0,8445.0,10005.0,15.9,24.1,22.2,48352.0,26460.0,25027.0,1433.0,48352.0,76.5,303.4,271.5,109.4,101.0,9.2,8.3,32.28121062,17.79230933,0.937246001,39.47188486,30.39135393,94.67721078,12.0,62921.0,21217.0,1117.0,37.0,41.0,11.0,52539.0,26286.0,36.1,18967.0,10.1,10.4,5472.0,14.8,7776.0,4.0,2094.0,5.0
2987.0,2954.0,5363.0,5067.0,4196.0,3732.0,3469.0,1997.0,1037.0,24988.0,2558.0,1315.0,478.0,278.0,1185.0,30802.0,-321.0,7640.0,9.6,7.7,2.0,0.5,-13.0,-12.5,3853.0,7444.0,8396.0,2697.0,3653.0,15.8,15.8,15.4,57705.0,9899.0,9425.0,474.0,57705.0,76.7,279.6,243.8,96.2,87.1,7.2,6.2,12.00246449,6.16475356,0.279543581,17.41346266,11.83427114,45.76338657,0.0,31470.0,5929.0,183.0,4.0,6.0,35.0,25535.0,9937.0,28.7,7329.0,6.7,7.4,1891.0,10.2,2608.0,3.0,762.0,5.0
17392.0,18198.0,16902.0,16725.0,16615.0,18716.0,17618.0,11698.0,7450.0,131077.0,5166.0,486.0,2201.0,93.0,2291.0,141314.0,1748.0,3671.0,11.2,10.6,0.6,6.0,5.9,11.9,12316.0,41988.0,21426.0,19335.0,13802.0,10.0,14.6,12.7,61087.0,71222.0,68545.0,2677.0,61087.0,100.3,320.5,273.3,100.8,88.2,8.7,7.2,77.27159411,62.55214436,2.195779984,114.4895131,79.48944223,295.3489589,18.0,137616.0,34280.0,1391.0,38.0,42.0,75.0,109171.0,46767.0,33.4,36463.0,7.7,8.3,9090.0,11.8,12869.0,3.1,3419.0,4.0
10867.0,11736.0,10973.0,11093.0,11311.0,14002.0,13102.0,7982.0,4730.0,90951.0,1542.0,297.0,1481.0,28.0,1497.0,95796.0,-453.0,1838.0,10.2,10.7,-0.5,0.4,-4.6,-4.2,6811.0,25439.0,20090.0,15729.0,12069.0,12.8,18.7,17.2,54862.0,42816.0,40710.0,2106.0,54862.0,81.1,375.1,304.1,112.9,94.8,10.2,7.4,61.81918104,43.59352763,0.813732777,101.569537,31.76499033,239.747245,8.0,97539.0,24270.0,568.0,32.0,36.0,101.0,75292.0,36197.0,35.7,26879.0,8.5,9.9,7455.0,12.8,9607.0,3.3,2472.0,5.0
27925.0,37144.0,39727.0,33840.0,36373.0,46250.0,37018.0,21959.0,13482.0,238528.0,34885.0,1368.0,11138.0,236.0,7563.0,293718.0,268.0,19657.0,8.5,9.3,-0.8,1.2,0.6,1.7,19326.0,53655.0,59529.0,71955.0,25387.0,9.2,11.0,10.3,79604.0,143934.0,138629.0,5305.0,79604.0,117.7,375.1,304.1,112.9,94.8,10.2,7.4,189.5424257,133.6611523,2.494968097,311.4201143,97.39393535,735.0837331,51.0,295685.0,66971.0,1165.0,32.0,36.0,27.0,238569.0,91485.0,28.7,68469.0,6.7,7.0,16811.0,10.5,25005.0,2.8,6758.0,2.0
7292.0,7757.0,6319.0,7579.0,8335.0,9178.0,8352.0,5132.0,2218.0,50445.0,9381.0,559.0,421.0,54.0,1302.0,62162.0,1394.0,1090.0,10.8,9.0,1.8,0.3,20.5,20.8,5189.0,12059.0,13349.0,11001.0,9207.0,15.1,21.9,20.8,54900.0,28265.0,27107.0,1158.0,54900.0,101.8,255.0,223.5,86.2,78.1,7.1,6.2,28.23852895,25.39492046,0.670492949,30.26198089,24.08985383,89.67244545,0.0,57630.0,13694.0,1233.0,33.0,37.0,141.0,48381.0,20437.0,31.0,14998.0,8.1,8.6,4173.0,12.7,6154.0,3.3,1606.0,3.0
793.0,770.0,622.0,912.0,675.0,956.0,1134.0,597.0,488.0,6484.0,46.0,149.0,30.0,1.0,237.0,6947.0,-31.0,148.0,11.9,11.9,0.0,5.7,-10.3,-4.6,583.0,1676.0,1808.0,1040.0,697.0,10.3,11.2,10.0,58766.0,3375.0,3242.0,133.0,58766.0,90.1,237.6,217.1,87.0,79.6,10.5,9.7,4.176917602,2.074749006,0.356454675,3.208092075,5.365099852,8.253296705,0.0,7050.0,2133.0,1271.0,34.0,38.0,67.0,5501.0,2614.0,35.7,1964.0,8.7,7.5,411.0,12.2,671.0,3.3,182.0,6.0
28.0,28.0,24.0,26.0,4.0,14.0,20.0,8.0,0.0,144.0,7.0,1.0,0.0,0.0,0.0,152.0,16.0,0.0,27.8,0.0,27.8,0.0,69.4,69.4,17.0,15.0,43.0,0.0,5.0,3.3,9.6,7.3,78637.0,102.0,98.0,4.0,78637.0,129.7,224.8,199.9,72.9,66.5,6.2,5.4,0.052428685,0.030943516,0.002769717,0.057512679,0.050903487,0.179517937,0.0,74.0,29.0,1591.0,43.0,48.0,301.0,100.0,47.0,38.2,38.0,7.2,7.5,8.0,11.4,11.0,2.7,3.0,6.0
323.0,294.0,230.0,239.0,233.0,354.0,404.0,297.0,258.0,2557.0,15.0,5.0,6.0,0.0,49.0,2632.0,-1.0,39.0,11.8,11.4,0.4,0.0,-1.1,-1.1,230.0,783.0,598.0,342.0,357.0,13.8,21.2,21.1,45487.0,1472.0,1435.0,37.0,45487.0,76.2,239.2,214.5,88.2,80.3,6.8,6.2,1.425639154,1.121411852,0.126875063,1.219637707,1.718952473,3.744860745,0.0,2704.0,885.0,666.0,27.0,31.0,133.0,2063.0,1050.0,37.1,765.0,10.6,9.5,197.0,13.7,284.0,4.0,83.0,6.0
5907.0,6683.0,6431.0,5763.0,6663.0,7495.0,7085.0,4825.0,2433.0,49390.0,2045.0,299.0,402.0,18.0,1131.0,53285.0,390.0,965.0,10.8,12.1,-1.3,1.3,7.4,8.7,5665.0,15867.0,9800.0,5880.0,8307.0,15.9,21.8,20.5,46029.0,22719.0,21791.0,928.0,46029.0,87.9,253.1,225.8,85.1,77.8,8.1,7.4,45.24102328,9.381924104,0.905135295,28.23235047,19.56666386,79.51810337,4.0,52569.0,13164.0,1487.0,42.0,47.0,107.0,41979.0,21555.0,35.2,14777.0,10.0,11.9,5010.0,15.1,6339.0,3.7,1536.0,5.0
9748.0,9864.0,8495.0,9041.0,8052.0,7976.0,6876.0,4621.0,2220.0,62974.0,1345.0,680.0,817.0,101.0,976.0,66893.0,-330.0,614.0,14.5,9.0,5.5,1.0,-11.4,-10.4,8741.0,13974.0,13653.0,6368.0,11425.0,17.3,26.1,25.6,53559.0,30351.0,28435.0,1916.0,53559.0,88.3,224.8,199.9,72.9,66.5,6.2,5.4,23.07310558,13.61779353,1.218912547,25.31049764,22.40188796,79.00324575,0.0,66867.0,12717.0,1623.0,43.0,48.0,409.0,48993.0,22807.0,37.0,18127.0,7.8,7.2,3546.0,14.3,6988.0,3.4,1676.0,3.0
3633.0,4538.0,3629.0,3744.0,4628.0,5294.0,4870.0,2971.0,1168.0,27451.0,5769.0,173.0,394.0,47.0,641.0,34475.0,532.0,445.0,8.3,10.0,-1.7,0.0,17.3,17.3,2166.0,5515.0,8773.0,7015.0,2958.0,8.7,12.8,12.1,74686.0,16736.0,16165.0,571.0,74686.0,127.4,228.7,202.9,79.1,71.9,7.0,6.1,15.77998189,10.90342674,0.475201947,16.31417442,11.17871614,41.90953446,0.0,33198.0,7948.0,391.0,10.0,13.0,145.0,27141.0,11022.0,29.9,8115.0,6.9,7.3,1986.0,12.4,3372.0,3.0,822.0,3.0
1167.0,1105.0,1121.0,1367.0,1164.0,1259.0,1434.0,766.0,381.0,8859.0,87.0,477.0,130.0,12.0,199.0,9764.0,124.0,144.0,10.8,8.0,2.8,2.3,7.8,10.1,618.0,1911.0,2335.0,1861.0,1092.0,11.3,16.2,15.7,50750.0,6084.0,5795.0,289.0,50750.0,71.1,216.2,199.9,65.3,62.2,5.8,5.4,3.728173534,2.464857067,0.166794839,2.999218311,3.24941057,11.4161801,0.0,9544.0,2258.0,247.0,44.0,49.0,19.0,7674.0,2868.0,30.1,2310.0,6.8,6.3,482.0,10.7,823.0,3.0,232.0,6.0
14654.0,14932.0,14862.0,16323.0,15406.0,16423.0,13474.0,7952.0,3097.0,102915.0,9101.0,280.0,1283.0,52.0,3492.0,117123.0,2116.0,895.0,11.7,9.2,2.5,-0.1,15.7,15.6,8671.0,29143.0,23594.0,16315.0,13275.0,11.5,16.0,14.4,59619.0,56576.0,54264.0,2312.0,59619.0,135.4,263.4,231.6,100.1,89.4,10.5,9.2,61.09641761,43.32527278,3.632058796,63.30159616,80.48901725,181.7975144,20.0,111610.0,21894.0,1413.0,48.0,54.0,3.0,89893.0,45840.0,39.4,35418.0,8.0,10.4,9371.0,12.5,11281.0,2.9,2604.0,3.0
434.0,417.0,553.0,581.0,503.0,547.0,507.0,360.0,229.0,2342.0,1573.0,43.0,90.0,1.0,82.0,4131.0,-52.0,628.0,10.6,12.7,-2.2,0.5,-10.8,-10.3,809.0,1298.0,877.0,320.0,880.0,25.2,35.1,36.6,36765.0,1457.0,1365.0,92.0,36765.0,68.2,255.0,223.5,86.2,78.1,7.1,6.2,1.876602476,1.687629362,0.044557871,2.011071765,1.600900649,5.959217402,0.0,4090.0,1372.0,1245.0,33.0,37.0,177.0,3361.0,1808.0,38.0,1277.0,10.3,10.9,367.0,17.2,577.0,4.3,143.0,5.0
18723.0,20657.0,20519.0,19963.0,19701.0,28294.0,36643.0,30738.0,14312.0,192331.0,2709.0,6331.0,2599.0,527.0,5053.0,209550.0,2436.0,4635.0,8.4,15.5,-7.1,-0.9,19.5,18.6,22957.0,54288.0,58539.0,20104.0,34411.0,16.8,26.9,25.7,45129.0,85442.0,80508.0,4934.0,45129.0,76.4,242.0,224.0,78.1,73.2,6.9,6.1,99.43305205,56.68531325,2.425196391,97.15395183,78.57051924,270.8330765,80.0,204691.0,73559.0,102.0,2.0,4.0,15.0,173811.0,82338.0,28.6,49710.0,11.2,11.1,19296.0,14.2,24750.0,4.3,7559.0,4.0
5995.0,6867.0,7089.0,6475.0,6741.0,7501.0,7258.0,5203.0,2526.0,35162.0,17001.0,2067.0,335.0,48.0,1042.0,55655.0,-332.0,3085.0,10.1,13.6,-3.5,0.1,-2.6,-2.4,7262.0,13660.0,13310.0,5144.0,13279.0,25.3,36.2,34.0,36862.0,22338.0,21223.0,1115.0,36862.0,68.4,255.0,223.5,86.2,78.1,7.1,6.2,25.28257342,22.73662846,0.600307022,27.09421425,21.56817372,80.28570431,10.0,56589.0,14110.0,1202.0,33.0,37.0,47.0,44010.0,22361.0,37.9,16680.0,10.3,11.2,4941.0,16.5,7244.0,4.2,1861.0,6.0
2799.0,2983.0,2565.0,2616.0,2635.0,3292.0,3528.0,1973.0,1215.0,13380.0,9487.0,110.0,110.0,10.0,509.0,23606.0,-218.0,352.0,9.9,14.4,-4.5,0.2,-4.8,-4.6,2412.0,6958.0,4675.0,2671.0,5410.0,23.3,32.7,28.4,37624.0,9755.0,9301.0,454.0,37624.0,79.9,207.6,188.2,79.9,75.0,7.0,6.5,10.22150589,1.637007457,0.689266298,7.041481838,13.19788309,28.48706279,8.0,24378.0,6183.0,146.0,3.0,5.0,103.0,18313.0,9916.0,41.3,7563.0,10.9,11.1,2036.0,18.1,3310.0,4.3,796.0,5.0
335.0,389.0,256.0,312.0,274.0,333.0,431.0,268.0,92.0,2582.0,12.0,27.0,25.0,4.0,40.0,2690.0,-31.0,9.0,9.2,7.8,1.5,5.2,-18.1,-12.9,213.0,404.0,765.0,466.0,347.0,12.9,17.2,16.4,47175.0,1435.0,1349.0,86.0,47175.0,66.1,216.2,199.9,65.3,62.2,5.8,5.4,1.027118682,0.679072666,0.045952286,0.826290174,0.895218602,3.145178664,0.0,2700.0,712.0,439.0,44.0,49.0,55.0,2033.0,763.0,27.3,555.0,7.4,6.7,135.0,11.3,230.0,3.2,65.0,6.0
7629.0,6809.0,9710.0,7345.0,5615.0,6353.0,5372.0,3529.0,1315.0,40346.0,10286.0,353.0,813.0,117.0,1762.0,53677.0,610.0,1961.0,14.6,6.8,7.8,-0.5,4.1,3.6,2709.0,10372.0,11815.0,8083.0,8134.0,15.8,20.8,19.7,56555.0,20982.0,20110.0,872.0,56555.0,96.5,228.7,202.9,79.1,71.9,7.0,6.1,24.56916861,16.97645358,0.739881505,25.40089748,17.40507459,65.25244615,5.0,52252.0,8503.0,353.0,10.0,13.0,39.0,40589.0,17086.0,34.4,13963.0,6.4,7.3,2983.0,11.1,4511.0,2.8,1151.0,5.0
20206.0,23772.0,18863.0,21244.0,23603.0,26913.0,23212.0,14216.0,7117.0,171408.0,2603.0,344.0,2318.0,42.0,2431.0,179146.0,906.0,1199.0,9.8,8.5,1.3,0.2,3.6,3.8,6282.0,38916.0,36879.0,41020.0,11474.0,6.5,7.5,6.7,76475.0,96495.0,92384.0,4111.0,76475.0,136.2,292.7,248.6,93.7,83.7,8.3,7.1,92.55041378,34.26771406,2.973137982,121.1630355,82.84940171,349.144482,12.0,176362.0,40244.0,1301.0,35.0,39.0,103.0,139159.0,54548.0,30.1,41887.0,7.0,7.7,10680.0,10.5,14667.0,2.7,3772.0,2.0
2331.0,2368.0,1754.0,2004.0,1792.0,2073.0,1765.0,1045.0,684.0,14337.0,269.0,621.0,66.0,6.0,517.0,15816.0,153.0,155.0,11.7,8.4,3.3,1.0,5.5,6.5,1317.0,3588.0,2841.0,2389.0,1554.0,9.9,12.8,11.6,59266.0,8888.0,8701.0,187.0,59266.0,114.2,206.7,189.1,73.9,68.5,6.2,5.8,4.536529955,5.166269304,0.501384831,5.290612742,9.065037753,18.69964868,0.0,15510.0,3176.0,1333.0,36.0,40.0,73.0,11525.0,5135.0,33.2,3826.0,8.2,8.5,978.0,11.8,1359.0,3.1,359.0,6.0
785.0,890.0,773.0,773.0,753.0,969.0,1071.0,734.0,434.0,4020.0,2969.0,45.0,17.0,4.0,127.0,7182.0,-172.0,401.0,10.5,11.3,-0.8,0.0,-22.7,-22.7,862.0,2284.0,1401.0,721.0,1442.0,21.3,34.2,32.4,37259.0,2811.0,2687.0,124.0,37259.0,79.1,207.6,188.2,79.9,75.0,7.0,6.5,3.109838826,0.498050816,0.209705607,2.142333414,4.015385764,8.667037403,0.0,7585.0,2206.0,23.0,3.0,5.0,39.0,5647.0,3112.0,40.4,2281.0,10.9,10.7,607.0,17.9,1011.0,4.3,244.0,6.0
1875.0,1804.0,1742.0,1725.0,1819.0,2339.0,2126.0,1461.0,622.0,9568.0,5421.0,62.0,164.0,35.0,263.0,15513.0,-135.0,82.0,11.0,12.3,-1.3,1.3,-8.5,-7.3,1912.0,4223.0,3275.0,1686.0,3768.0,24.5,33.7,33.3,36354.0,7044.0,6767.0,277.0,36354.0,62.0,228.7,202.9,79.1,71.9,7.0,6.1,7.100648559,4.90630483,0.213830538,7.341023578,5.030179073,18.85837877,0.0,15629.0,4099.0,348.0,10.0,13.0,27.0,12133.0,6113.0,35.4,4295.0,10.0,11.4,1381.0,17.5,2119.0,4.3,523.0,4.0
16215.0,16100.0,17921.0,14755.0,14122.0,15984.0,14593.0,8804.0,4754.0,77571.0,39869.0,1036.0,1660.0,197.0,2915.0,123248.0,-9.0,2306.0,12.8,11.4,1.4,2.2,-3.7,-1.4,13051.0,25056.0,27947.0,16051.0,24470.0,20.2,31.5,29.4,41572.0,52731.0,50460.0,2271.0,41572.0,77.1,255.0,223.5,86.2,78.1,7.1,6.2,55.98825997,50.35026474,1.329379927,60.00013868,47.76272167,177.7926958,16.0,124496.0,26321.0,439.0,33.0,37.0,191.0,94067.0,51178.0,40.8,38379.0,8.5,9.1,8592.0,15.0,14146.0,3.7,3463.0,4.0
20542.0,22327.0,20375.0,22592.0,20993.0,21921.0,17533.0,10010.0,4354.0,110065.0,41415.0,1161.0,3216.0,261.0,4529.0,160647.0,1766.0,1799.0,11.1,7.3,3.8,0.3,6.9,7.3,10278.0,28804.0,35828.0,29017.0,17466.0,11.0,17.0,16.7,65468.0,75077.0,72808.0,2269.0,65468.0,124.8,229.5,205.0,80.1,72.3,7.0,6.2,67.01883863,33.14604513,2.180245104,67.52440271,73.97034476,203.8687161,0.0,151716.0,28002.0,811.0,40.0,45.0,35.0,121433.0,53427.0,35.9,43594.0,6.2,6.7,8153.0,12.1,14723.0,2.9,3515.0,3.0
4151.0,4634.0,4055.0,4628.0,4550.0,5111.0,4559.0,2539.0,1610.0,31972.0,602.0,2136.0,196.0,7.0,924.0,35837.0,303.0,1993.0,9.9,9.9,0.0,0.2,8.3,8.5,1460.0,8470.0,9294.0,5571.0,3454.0,10.1,11.0,9.6,60412.0,17655.0,16926.0,729.0,60412.0,85.9,302.7,265.0,104.9,96.0,7.4,6.6,18.39373864,11.57272723,0.81111278,20.5332881,22.39182211,59.92654503,6.0,35408.0,8198.0,899.0,23.0,27.0,17.0,27795.0,12068.0,34.0,9450.0,7.1,6.1,1702.0,10.3,2875.0,3.0,828.0,3.0
7762.0,8444.0,8162.0,7520.0,7909.0,8962.0,8503.0,5335.0,3339.0,59688.0,3326.0,241.0,689.0,65.0,1927.0,65936.0,-242.0,2705.0,10.8,13.3,-2.5,0.6,-1.7,-1.1,6050.0,17383.0,13946.0,8312.0,10094.0,16.0,23.3,21.3,45130.0,31319.0,30193.0,1126.0,45130.0,81.0,230.8,212.0,80.3,74.4,6.5,6.1,34.02288685,8.325901937,1.300614267,25.9236071,32.74197886,85.78142279,30.0,66972.0,16958.0,439.0,14.0,18.0,177.0,51461.0,24215.0,36.2,18629.0,8.7,10.9,5618.0,14.0,7209.0,3.5,1780.0,5.0
1082.0,1301.0,907.0,1013.0,1147.0,1436.0,1375.0,996.0,493.0,9349.0,84.0,74.0,34.0,7.0,202.0,9750.0,54.0,63.0,9.4,12.7,-3.3,0.1,8.6,8.7,744.0,2615.0,2342.0,1086.0,1244.0,12.9,17.5,15.6,47153.0,4448.0,4187.0,261.0,47153.0,81.1,227.6,206.5,88.0,80.5,6.8,6.3,5.498702561,2.786187899,0.465480911,4.035284157,5.99097374,12.76891161,0.0,9602.0,2635.0,600.0,16.0,20.0,107.0,7561.0,3902.0,39.4,2979.0,9.7,10.0,758.0,14.5,1095.0,3.7,277.0,2.0
30776.0,38145.0,53582.0,38487.0,34148.0,40274.0,36637.0,21401.0,13667.0,233072.0,43393.0,911.0,20834.0,207.0,8700.0,307117.0,-600.0,17576.0,9.7,9.1,0.7,2.8,-5.4,-2.6,15030.0,49310.0,55746.0,84423.0,32888.0,11.3,15.3,15.2,64536.0,158835.0,152991.0,5844.0,64536.0,95.4,375.1,304.1,112.9,94.8,10.2,7.4,198.1890833,139.7585852,2.608785015,325.6266597,101.836909,768.6172139,120.0,308580.0,67673.0,1157.0,32.0,36.0,1.0,250758.0,90308.0,28.3,70965.0,6.3,6.7,16768.0,9.7,24367.0,2.7,6779.0,3.0
406.0,541.0,408.0,465.0,609.0,912.0,1110.0,753.0,472.0,5456.0,18.0,86.0,20.0,0.0,96.0,5676.0,4.0,91.0,5.6,15.5,-9.9,-0.2,10.8,10.6,291.0,1559.0,1844.0,925.0,733.0,13.2,20.1,17.1,44130.0,2584.0,2434.0,150.0,44130.0,72.6,264.9,238.3,94.6,86.4,7.9,7.1,2.969040011,1.796459592,0.129852786,2.979779715,3.198479144,8.979368952,0.0,5748.0,2170.0,857.0,49.0,55.0,51.0,4800.0,2267.0,35.0,1680.0,10.4,9.1,436.0,13.3,640.0,4.1,195.0,6.0
