0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone_pop,Black-alone_pop,Native_American-American_Indian-alone_pop,Asian-alone_pop,Hawaiian-Pacific_Islander-alone_pop,Two_or_more_races_pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Active_Patient_Care_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,county_pop2018_18_and_older,anycondition_number,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
43128.0,46891.0,55578.0,46349.0,44056.0,38855.0,28460.0,14752.0,6821.0,250970.0,51419.0,1794.0,11460.0,349.0,8898.0,324890.0,8213.0,5098.0,12.8,6.3,6.5,2.0,17.1,19.1,16820.0,54236.0,59409.0,61339.0,33172.0,10.4,11.8,11.3,64170.0,176691.0,171941.0,4750.0,64170.0,122.5,253.1,225.8,85.1,77.8,8.1,7.4,275.8441598,57.20359054,5.518802779,172.1386571,119.3021192,484.8388215,78.0,298456.0,42641.0,1238.0,42.0,47.0,149.0,244790.0,109104.0,34.4,84208.0,5.8,7.3,17935.0,10.3,25187.0,2.5,6007.0,2.0
874.0,887.0,839.0,836.0,904.0,1192.0,1134.0,873.0,535.0,6970.0,949.0,34.0,11.0,6.0,104.0,8074.0,-176.0,131.0,9.3,13.4,-4.0,0.0,-17.5,-17.5,1062.0,2390.0,1617.0,903.0,1254.0,15.8,24.1,23.6,43245.0,3568.0,3429.0,139.0,43245.0,91.8,207.6,188.2,79.9,75.0,7.0,6.5,3.496078903,0.559908422,0.235750915,2.408409911,4.514094216,9.743478138,0.0,8309.0,2425.0,151.0,3.0,5.0,117.0,6461.0,3271.0,34.6,2236.0,11.2,11.3,731.0,15.1,974.0,4.0,257.0,6.0
3852.0,4297.0,4748.0,4194.0,4786.0,5033.0,5099.0,2904.0,1593.0,34553.0,1259.0,92.0,129.0,8.0,465.0,36506.0,-343.0,2971.0,9.8,11.9,-2.1,0.1,-7.3,-7.3,3317.0,12222.0,6014.0,4810.0,5334.0,15.9,20.0,19.4,50956.0,16593.0,15782.0,811.0,50956.0,83.7,320.5,273.3,100.8,88.2,8.7,7.2,19.96176468,16.15925232,0.56724135,29.57636304,20.53470695,76.29823722,0.0,37338.0,9105.0,31.0,38.0,42.0,59.0,29431.0,13819.0,35.3,10389.0,7.9,8.9,2614.0,12.0,3532.0,3.1,921.0,6.0
878.0,1015.0,835.0,879.0,1024.0,1068.0,1132.0,731.0,417.0,7461.0,269.0,25.0,38.0,1.0,185.0,7979.0,-42.0,127.0,8.8,13.5,-4.8,0.1,-0.5,-0.4,837.0,2135.0,1940.0,756.0,1197.0,15.3,24.4,22.1,47658.0,3583.0,3335.0,248.0,47658.0,95.0,230.9,214.6,77.3,72.9,8.3,7.6,5.239095766,1.760650452,0.187493202,3.526657852,3.392734136,11.52815347,0.0,8152.0,2211.0,691.0,17.0,21.0,7.0,6288.0,3145.0,37.0,2327.0,10.5,12.6,794.0,15.1,951.0,3.6,229.0,5.0
4595.0,5242.0,4746.0,5136.0,5464.0,6452.0,5051.0,2670.0,1083.0,38512.0,799.0,220.0,191.0,30.0,687.0,40439.0,154.0,283.0,11.6,10.0,1.7,0.0,2.2,2.2,4178.0,10120.0,8053.0,5443.0,4122.0,10.3,13.4,11.9,63241.0,21459.0,20872.0,587.0,63241.0,120.8,253.1,225.8,85.1,77.8,8.1,7.4,34.33427307,7.12012065,0.686924392,21.42606776,14.84951337,60.34780111,0.0,39713.0,7818.0,1475.0,42.0,47.0,21.0,31481.0,14308.0,33.3,10483.0,7.8,9.9,3113.0,11.9,3748.0,3.0,929.0,2.0
1071.0,1088.0,1131.0,874.0,791.0,890.0,929.0,521.0,416.0,7362.0,80.0,83.0,65.0,8.0,113.0,7711.0,-119.0,353.0,15.3,7.5,7.9,0.5,-23.6,-23.0,243.0,1276.0,2209.0,1275.0,727.0,9.9,12.0,11.3,55345.0,4230.0,4120.0,110.0,55345.0,95.2,227.6,206.5,88.0,80.5,6.8,6.3,4.348768764,2.203517425,0.368135724,3.191392424,4.738092155,10.09857204,1.0,7847.0,1833.0,428.0,16.0,20.0,193.0,5909.0,2627.0,36.0,2127.0,7.1,7.2,425.0,11.0,650.0,2.9,172.0,6.0
2036.0,2650.0,2703.0,2036.0,2208.0,2734.0,2462.0,1581.0,805.0,18226.0,571.0,54.0,80.0,9.0,275.0,19215.0,-79.0,1185.0,10.8,12.2,-1.5,0.3,-3.0,-2.6,2813.0,5066.0,3072.0,2125.0,4269.0,23.8,35.0,33.6,37392.0,7246.0,6879.0,367.0,37392.0,74.5,230.9,214.6,77.3,72.9,8.3,7.6,12.61677217,4.239992284,0.451520476,8.492885152,8.170370526,27.76205901,0.0,19304.0,4558.0,579.0,17.0,21.0,1.0,15309.0,7652.0,38.1,5833.0,10.6,13.2,2026.0,15.3,2341.0,3.6,557.0,6.0
5029.0,5476.0,4773.0,4915.0,5288.0,5473.0,4918.0,3356.0,1650.0,38052.0,1554.0,208.0,337.0,35.0,692.0,40878.0,188.0,580.0,11.6,11.4,0.3,1.3,3.1,4.4,5794.0,11915.0,6133.0,3879.0,9025.0,22.5,35.3,31.5,42475.0,16736.0,16075.0,661.0,42475.0,81.1,253.1,225.8,85.1,77.8,8.1,7.4,34.70700102,7.197415661,0.694381544,21.65866609,15.01071756,61.00292821,8.0,40210.0,9356.0,438.0,42.0,47.0,177.0,31296.0,16595.0,35.3,11047.0,10.3,12.9,4040.0,15.3,4797.0,3.8,1181.0,5.0
15054.0,16184.0,16290.0,16008.0,16430.0,17440.0,15992.0,10511.0,5732.0,114489.0,11091.0,533.0,799.0,78.0,2651.0,129641.0,181.0,6175.0,11.2,11.2,0.1,0.2,1.2,1.4,10755.0,35132.0,27988.0,16174.0,20908.0,17.0,24.7,21.3,49522.0,59431.0,57126.0,2305.0,49522.0,88.9,230.8,212.0,80.3,74.4,6.5,6.1,66.89458071,16.37008998,2.557221157,50.97006715,64.37610533,168.660359,21.0,129641.0,30680.0,44.0,14.0,18.0,95.0,101603.0,54545.0,40.3,40946.0,8.6,10.7,10899.0,14.6,14871.0,3.4,3420.0,2.0
4291.0,4407.0,4318.0,4165.0,4352.0,5905.0,6411.0,4810.0,2111.0,35518.0,3825.0,298.0,305.0,37.0,787.0,40770.0,464.0,332.0,9.9,13.6,-3.7,0.8,14.4,15.1,4590.0,11990.0,8908.0,3683.0,6521.0,16.1,26.3,25.7,39037.0,16926.0,16277.0,649.0,39037.0,70.4,265.2,240.7,86.8,80.1,6.9,6.0,23.65883426,11.6628865,0.415369501,22.19451321,15.84912198,55.70736678,0.0,39713.0,12422.0,315.0,9.0,12.0,75.0,32814.0,17429.0,39.5,12962.0,11.8,13.2,4325.0,16.8,5516.0,4.3,1426.0,6.0
4221.0,4921.0,3893.0,3758.0,3725.0,4458.0,4717.0,3236.0,2179.0,27666.0,6090.0,195.0,659.0,19.0,479.0,35108.0,211.0,2082.0,11.5,10.7,0.7,0.6,4.8,5.4,3302.0,7554.0,6541.0,5790.0,4566.0,13.8,19.5,18.1,54332.0,14966.0,14419.0,547.0,54332.0,89.6,224.8,199.9,72.9,66.5,6.2,5.4,12.10964661,7.147137893,0.639731836,13.28391537,11.75736598,41.46391927,5.0,34667.0,9303.0,64.0,43.0,48.0,477.0,27488.0,13829.0,37.6,10335.0,9.1,8.6,2361.0,14.0,3838.0,3.6,1003.0,5.0
100.0,82.0,71.0,85.0,97.0,88.0,129.0,108.0,63.0,755.0,12.0,29.0,8.0,0.0,19.0,823.0,3.0,0.0,9.7,8.5,1.2,4.9,-2.4,2.4,133.0,208.0,266.0,110.0,155.0,18.9,22.8,21.8,41413.0,382.0,369.0,13.0,41413.0,68.3,224.8,199.9,72.9,66.5,6.2,5.4,0.283873737,0.167542853,0.014996562,0.311400887,0.275615592,0.971995145,0.0,721.0,282.0,427.0,43.0,48.0,443.0,660.0,356.0,38.8,256.0,11.8,9.4,62.0,19.5,129.0,4.8,32.0,6.0
1198.0,1130.0,1395.0,1446.0,1274.0,1356.0,1219.0,703.0,417.0,2661.0,7168.0,85.0,19.0,76.0,129.0,10138.0,-38.0,1661.0,11.3,11.8,-0.5,-0.2,-3.0,-3.2,1760.0,2817.0,1582.0,945.0,3610.0,42.5,68.3,66.5,29267.0,4776.0,4552.0,224.0,29267.0,58.7,217.1,196.7,77.2,71.2,7.6,6.9,5.262026351,1.109650807,0.209485479,4.739349709,3.874444313,13.15402882,0.0,10478.0,2371.0,5.0,0.0,1.0,11.0,8001.0,4853.0,45.8,3664.0,10.0,10.9,873.0,20.6,1651.0,4.5,360.0,6.0
22129.0,20937.0,22281.0,23578.0,20179.0,22369.0,19197.0,10100.0,5281.0,151472.0,8082.0,402.0,2247.0,251.0,3597.0,166051.0,641.0,2445.0,13.7,9.0,4.7,0.5,-1.3,-0.8,11506.0,32033.0,34180.0,34021.0,16923.0,10.4,14.1,13.0,64644.0,87686.0,84661.0,3025.0,64644.0,128.8,230.9,214.6,77.3,72.9,8.3,7.6,109.0308423,36.64090339,3.901921761,73.39329026,70.60620329,239.9124466,54.0,163987.0,31245.0,720.0,17.0,21.0,117.0,126518.0,58698.0,36.3,45926.0,7.6,9.2,11671.0,12.0,15218.0,2.8,3562.0,2.0
1429.0,1403.0,1581.0,1482.0,1735.0,1937.0,1766.0,970.0,423.0,12388.0,76.0,23.0,76.0,15.0,148.0,12726.0,-205.0,321.0,10.4,15.1,-4.8,0.0,-11.2,-11.2,2409.0,3364.0,2148.0,1323.0,4040.0,32.5,43.4,44.2,31182.0,3643.0,3377.0,266.0,31182.0,62.1,230.9,214.6,77.3,72.9,8.3,7.6,8.356026159,2.808126037,0.299039791,5.624796068,5.411196217,18.38667515,4.0,13276.0,2950.0,698.0,17.0,21.0,25.0,10129.0,6126.0,42.3,4285.0,12.5,17.0,1726.0,17.6,1784.0,4.3,433.0,6.0
3267.0,3432.0,3021.0,2940.0,3110.0,3726.0,4373.0,3013.0,1341.0,26272.0,228.0,372.0,436.0,302.0,613.0,28223.0,276.0,230.0,11.6,10.8,0.9,1.6,7.3,8.9,2788.0,6788.0,6055.0,4015.0,4499.0,16.1,24.8,24.3,45023.0,12639.0,12233.0,406.0,45023.0,95.6,207.6,188.2,79.9,75.0,7.0,6.5,12.220688,1.957182982,0.824077045,8.418696175,15.77920251,34.05872969,0.0,27782.0,7997.0,115.0,3.0,5.0,15.0,22158.0,10052.0,35.0,7755.0,10.4,10.4,2295.0,13.9,3077.0,3.7,818.0,6.0
2704.0,3045.0,2911.0,2557.0,2871.0,3419.0,2996.0,2220.0,1197.0,12781.0,10674.0,126.0,104.0,5.0,230.0,23920.0,-177.0,280.0,11.1,12.8,-1.7,-0.1,-5.5,-5.6,3175.0,7372.0,4205.0,2118.0,5381.0,22.8,31.7,31.4,40741.0,7627.0,7057.0,570.0,40741.0,81.7,217.1,196.7,77.2,71.2,7.6,6.9,12.41543404,2.618154203,0.494268363,11.18221001,9.141517851,31.03613823,0.0,24625.0,6134.0,12.0,0.0,1.0,25.0,18725.0,10741.0,40.5,7584.0,10.7,11.5,2161.0,19.1,3575.0,4.3,811.0,6.0
3080.0,4827.0,6120.0,3340.0,3500.0,4090.0,4151.0,2765.0,1082.0,31250.0,580.0,244.0,248.0,45.0,588.0,32955.0,133.0,2772.0,8.8,9.5,-0.7,0.1,4.7,4.7,3270.0,5843.0,5679.0,5251.0,4494.0,14.9,18.6,17.6,55583.0,16714.0,16114.0,600.0,55583.0,94.8,228.7,202.9,79.1,71.9,7.0,6.1,15.08424375,10.42269552,0.454250331,15.59488378,10.68584744,40.06174643,0.0,31567.0,7478.0,402.0,10.0,13.0,187.0,27157.0,11176.0,30.0,8147.0,7.7,8.9,2404.0,11.4,3095.0,3.1,838.0,6.0
2465.0,2812.0,2584.0,2771.0,3252.0,4013.0,4448.0,3174.0,1590.0,26259.0,261.0,115.0,152.0,15.0,307.0,27109.0,306.0,323.0,7.7,13.2,-5.5,-0.3,17.0,16.8,3187.0,6534.0,6663.0,3848.0,4542.0,16.9,26.2,23.3,41864.0,12750.0,12292.0,458.0,41864.0,77.6,255.0,223.5,86.2,78.1,7.1,6.2,12.31489143,11.07478683,0.292403613,13.19732377,10.50564408,39.10637244,0.0,26833.0,8552.0,1190.0,33.0,37.0,9.0,22326.0,10171.0,32.7,7301.0,10.2,10.7,2382.0,13.6,3040.0,3.8,845.0,6.0
6827.0,6741.0,6049.0,6523.0,5644.0,6395.0,6409.0,4338.0,2917.0,40139.0,1373.0,5527.0,1189.0,34.0,3581.0,51843.0,-173.0,798.0,11.9,12.5,-0.6,1.3,-4.0,-2.7,3300.0,12036.0,10037.0,10156.0,6607.0,13.0,18.4,16.8,53992.0,23014.0,22117.0,897.0,53992.0,104.0,206.7,189.1,73.9,68.5,6.2,5.8,14.87021513,16.93442713,1.643480894,17.34201039,29.71413456,61.29526342,8.0,51867.0,12914.0,64.0,36.0,40.0,147.0,39435.0,18020.0,32.1,12659.0,8.9,8.9,3527.0,12.7,4991.0,3.4,1333.0,5.0
1194.0,1254.0,1024.0,1038.0,1040.0,1214.0,1228.0,761.0,527.0,9084.0,40.0,31.0,31.0,1.0,93.0,9280.0,70.0,116.0,13.0,8.4,4.5,0.0,3.1,3.1,334.0,1919.0,2367.0,1624.0,593.0,6.5,8.1,7.5,60608.0,4682.0,4566.0,116.0,60608.0,101.5,239.2,214.5,88.2,80.3,6.8,6.2,5.026569663,3.953914127,0.447340649,4.300242372,6.060744282,13.20376433,0.0,9149.0,2394.0,306.0,27.0,31.0,81.0,7046.0,2923.0,33.2,2339.0,6.8,6.4,449.0,9.8,692.0,2.8,198.0,4.0
2868.0,2508.0,3181.0,3272.0,2870.0,3235.0,3331.0,2275.0,1382.0,20736.0,2899.0,92.0,385.0,10.0,800.0,24922.0,356.0,993.0,14.5,12.2,2.3,2.3,9.8,12.1,1874.0,5209.0,4514.0,5979.0,2937.0,12.3,19.0,19.5,47319.0,11920.0,11578.0,342.0,47319.0,65.2,263.2,231.8,90.3,81.7,7.3,6.3,13.10223564,6.150267825,0.280887589,12.4292758,10.91072727,34.3853223,0.0,24273.0,6341.0,1753.0,46.0,51.0,790.0,20087.0,8271.0,30.4,6106.0,7.8,8.1,1637.0,11.6,2338.0,3.2,652.0,4.0
3431.0,3724.0,4482.0,4011.0,2998.0,3492.0,3429.0,1810.0,917.0,25611.0,577.0,849.0,322.0,33.0,902.0,28294.0,312.0,791.0,9.3,7.2,2.1,0.5,8.5,9.0,992.0,5482.0,6555.0,4864.0,2309.0,8.4,11.5,10.2,59524.0,14107.0,13643.0,464.0,59524.0,104.4,240.4,219.1,92.8,84.8,9.2,8.6,15.16949792,12.95661133,1.828036748,10.87200803,17.35031369,30.72384569,3.0,27066.0,5515.0,656.0,41.0,46.0,93.0,21831.0,7945.0,28.7,6265.0,6.2,5.4,1176.0,8.5,1865.0,2.6,567.0,4.0
2109.0,2714.0,2145.0,2199.0,2666.0,2690.0,2086.0,1406.0,619.0,16463.0,1733.0,58.0,88.0,6.0,286.0,18634.0,428.0,210.0,10.2,9.9,0.3,-0.1,23.1,23.0,1599.0,5019.0,3701.0,1957.0,1947.0,10.6,14.6,13.4,66901.0,8756.0,8437.0,319.0,66901.0,114.1,228.7,202.9,79.1,71.9,7.0,6.1,8.529200364,5.893385174,0.256850271,8.817935496,6.042181193,22.65242248,0.0,17919.0,3658.0,54.0,10.0,13.0,231.0,14275.0,6590.0,33.5,4782.0,7.4,8.6,1234.0,12.1,1722.0,3.0,434.0,2.0
3858.0,4060.0,3942.0,3750.0,4482.0,5366.0,5259.0,3550.0,1507.0,33992.0,755.0,216.0,155.0,20.0,636.0,35774.0,293.0,294.0,10.2,14.2,-4.1,-0.2,12.4,12.2,5440.0,11539.0,5691.0,2738.0,7981.0,22.5,35.7,35.7,36192.0,14847.0,14151.0,696.0,36192.0,69.1,253.1,225.8,85.1,77.8,8.1,7.4,30.37350787,6.29875111,0.607681525,18.95437939,13.13648931,53.386143,5.0,35262.0,9766.0,1476.0,42.0,47.0,29.0,28499.0,15993.0,39.5,11257.0,11.6,14.6,4152.0,17.0,4854.0,4.1,1178.0,5.0
73182.0,71360.0,72729.0,69210.0,58302.0,62882.0,56903.0,30772.0,18267.0,415897.0,47516.0,6831.0,23385.0,487.0,19491.0,513607.0,318.0,7266.0,13.7,8.8,5.0,0.6,-4.9,-4.3,35357.0,86432.0,106544.0,102042.0,67722.0,13.4,17.1,15.5,56381.0,246605.0,237249.0,9356.0,56381.0,97.0,227.6,206.5,88.0,80.5,6.8,6.3,289.6586796,146.769806,24.52043634,212.5692503,315.5903641,672.6361421,236.0,510484.0,97508.0,273.0,16.0,20.0,173.0,381688.0,167339.0,35.2,134354.0,7.1,7.0,26904.0,12.6,48040.0,2.9,10991.0,3.0
72007.0,60660.0,151437.0,183382.0,120821.0,107395.0,93694.0,54600.0,39309.0,467444.0,49184.0,6570.0,317204.0,4015.0,38888.0,883305.0,4139.0,24235.0,10.2,7.5,2.6,7.2,-5.1,2.1,79408.0,84630.0,131509.0,394004.0,87596.0,10.1,10.9,11.1,110601.0,575567.0,562022.0,13545.0,110601.0,147.0,279.6,243.8,96.2,87.1,7.2,6.2,344.1931335,176.7858465,8.016435378,499.3636333,339.3698743,1312.350762,337.0,864263.0,179193.0,202.0,4.0,6.0,75.0,764613.0,182564.0,16.8,128455.0,4.6,3.8,28886.0,8.8,67258.0,2.3,17872.0,1.0
12115.0,15441.0,22520.0,12642.0,10987.0,11847.0,9829.0,5528.0,3234.0,90149.0,8391.0,479.0,2944.0,88.0,2092.0,104143.0,-8.0,5645.0,10.2,6.9,3.2,1.9,-5.3,-3.3,4672.0,15626.0,21811.0,19254.0,12877.0,13.1,13.2,12.1,63274.0,55487.0,53047.0,2440.0,63274.0,97.3,284.4,240.5,99.6,87.2,7.0,5.8,40.56655393,20.36910183,1.528500017,78.88531373,49.48416633,174.7884726,16.0,104473.0,16887.0,24.0,13.0,17.0,37.0,81851.0,31419.0,31.8,26029.0,5.7,6.6,5393.0,8.5,6990.0,2.5,2055.0,2.0
11087.0,11186.0,12354.0,11977.0,10399.0,11641.0,10254.0,5979.0,3694.0,78363.0,5275.0,651.0,1433.0,371.0,2478.0,88571.0,-323.0,4348.0,12.4,9.9,2.5,3.0,-9.1,-6.1,7106.0,22369.0,18450.0,12510.0,13117.0,15.6,22.4,20.5,52506.0,44570.0,43251.0,1319.0,52506.0,96.5,273.1,236.3,86.6,79.0,7.0,6.3,49.40006173,9.614000893,1.763771592,55.09617655,39.55474653,157.0768717,21.0,89425.0,18624.0,585.0,25.0,29.0,21.0,68638.0,33720.0,34.2,23474.0,7.8,9.3,6356.0,12.4,8492.0,3.1,2101.0,4.0
7060.0,7704.0,7642.0,6462.0,7249.0,7762.0,6781.0,4359.0,2059.0,43632.0,11795.0,280.0,336.0,82.0,953.0,57078.0,153.0,1138.0,11.2,10.8,0.4,-0.2,2.5,2.3,7755.0,13944.0,11097.0,5270.0,9394.0,16.8,24.1,21.3,42542.0,25268.0,24351.0,917.0,42542.0,81.1,229.5,205.0,80.1,72.3,7.0,6.2,23.8118438,11.77681478,0.774642726,23.9914711,26.28171916,72.43470826,12.0,56549.0,12263.0,9.0,40.0,45.0,21.0,43938.0,21791.0,38.6,16960.0,8.5,9.7,4271.0,14.0,6153.0,3.6,1575.0,5.0
562.0,673.0,539.0,612.0,649.0,992.0,1401.0,967.0,494.0,6129.0,91.0,358.0,66.0,19.0,226.0,6889.0,244.0,165.0,6.8,14.3,-7.5,0.0,43.3,43.3,442.0,1486.0,2136.0,1106.0,1459.0,21.7,37.4,32.3,38242.0,2619.0,2448.0,171.0,38242.0,53.2,285.7,262.5,95.4,88.9,7.8,7.1,3.501611956,2.717831456,0.107648865,3.027473135,3.293571453,8.816321088,0.0,6498.0,2568.0,250.0,5.0,8.0,55.0,5767.0,2411.0,27.0,1557.0,9.7,8.2,475.0,13.5,777.0,4.2,244.0,6.0
1996.0,2243.0,2009.0,1988.0,1990.0,2482.0,2506.0,1340.0,781.0,8193.0,8797.0,77.0,50.0,10.0,208.0,17335.0,-261.0,174.0,10.8,12.5,-1.7,0.5,-13.6,-13.2,2208.0,5555.0,2999.0,1550.0,3513.0,20.5,30.8,27.3,39574.0,7738.0,7324.0,414.0,39574.0,75.6,253.1,225.8,85.1,77.8,8.1,7.4,14.71808461,3.052184561,0.294464115,9.184719816,6.365545989,25.8693126,0.0,17944.0,4298.0,1217.0,42.0,47.0,75.0,13480.0,7832.0,42.2,5689.0,10.0,11.8,1593.0,19.0,2560.0,4.2,569.0,6.0
2826.0,3023.0,2624.0,2664.0,3202.0,3364.0,2620.0,1556.0,784.0,21603.0,484.0,55.0,130.0,9.0,382.0,22663.0,145.0,108.0,11.9,8.9,2.9,0.1,3.5,3.6,1714.0,5599.0,4826.0,3093.0,2239.0,10.0,14.4,14.1,60908.0,11951.0,11520.0,431.0,60908.0,121.4,230.9,214.6,77.3,72.9,8.3,7.6,14.88076543,5.000829827,0.53254273,10.01687516,9.636487496,32.74377014,0.0,22017.0,4689.0,624.0,17.0,21.0,5.0,17328.0,9420.0,40.4,7001.0,8.6,10.7,1863.0,13.3,2301.0,3.1,533.0,5.0
868.0,922.0,940.0,733.0,884.0,979.0,884.0,556.0,285.0,1884.0,5030.0,22.0,18.0,3.0,94.0,7051.0,-185.0,115.0,11.9,14.6,-2.7,0.6,-24.1,-23.5,1447.0,1489.0,1433.0,561.0,2604.0,37.6,55.0,51.0,27767.0,2432.0,2248.0,184.0,27767.0,62.1,191.3,174.8,65.9,61.2,7.1,6.7,4.924908171,0.25261993,0.233732459,2.7835411,2.589944518,7.982317606,0.0,7537.0,1751.0,414.0,24.0,28.0,119.0,5444.0,3422.0,45.4,2472.0,11.4,13.1,712.0,22.4,1221.0,5.2,285.0,6.0
1427.0,1705.0,2257.0,2184.0,2258.0,2405.0,2105.0,1422.0,795.0,15204.0,1061.0,69.0,53.0,5.0,166.0,16558.0,2.0,2146.0,8.0,12.7,-4.7,0.1,4.7,4.8,2477.0,5417.0,2939.0,1363.0,3066.0,21.3,27.6,25.1,38879.0,6109.0,5811.0,298.0,38879.0,74.2,253.1,225.8,85.1,77.8,8.1,7.4,14.0583816,2.915377673,0.281265463,8.773036672,6.080225583,24.70978241,0.0,16713.0,4139.0,439.0,42.0,47.0,181.0,13747.0,7147.0,37.7,5183.0,10.0,12.1,1663.0,14.4,1985.0,3.6,491.0,6.0
33000.0,36536.0,38479.0,38226.0,39346.0,47798.0,58219.0,38519.0,14024.0,284593.0,45174.0,2037.0,4738.0,479.0,7126.0,344147.0,11496.0,3831.0,9.1,10.9,-1.8,1.0,34.5,35.5,24040.0,77366.0,79094.0,55617.0,48595.0,14.3,24.5,23.4,49082.0,145798.0,139690.0,6108.0,49082.0,93.6,229.5,205.0,80.1,72.3,7.0,6.2,143.5715093,71.00731414,4.670643161,144.654557,158.4634151,436.7389808,100.0,310186.0,90290.0,1425.0,40.0,45.0,51.0,282432.0,130225.0,34.6,97721.0,8.8,9.3,26384.0,14.4,40680.0,3.5,9982.0,3.0
8929.0,10009.0,8600.0,8219.0,9344.0,9397.0,8595.0,5624.0,2668.0,66184.0,1325.0,1449.0,368.0,457.0,1602.0,71385.0,-19.0,782.0,11.4,11.3,0.1,0.5,-0.8,-0.4,12394.0,15956.0,13441.0,6085.0,14975.0,21.3,29.6,29.6,39491.0,30129.0,28979.0,1150.0,39491.0,79.2,217.1,196.7,77.2,71.2,7.6,6.9,37.05166217,7.81341713,1.475056318,33.37132363,27.28123962,92.62185315,12.0,71194.0,15782.0,24.0,0.0,1.0,49.0,54197.0,28324.0,35.4,19186.0,10.5,12.5,6766.0,15.6,8479.0,3.8,2082.0,6.0
3988.0,3614.0,3352.0,2843.0,2549.0,2346.0,1664.0,873.0,551.0,19206.0,1096.0,366.0,652.0,50.0,410.0,21780.0,-419.0,476.0,18.1,5.3,12.8,2.0,-34.0,-32.1,4164.0,4008.0,3459.0,1459.0,3216.0,15.1,18.5,17.3,50671.0,9554.0,9239.0,315.0,50671.0,87.1,227.6,206.5,88.0,80.5,6.8,6.3,12.28325557,6.223915123,1.039812743,9.014203994,13.38291365,28.52378409,8.0,22948.0,3309.0,675.0,16.0,20.0,175.0,14871.0,7010.0,38.7,5755.0,6.8,7.3,1080.0,13.5,2013.0,3.2,471.0,5.0
6626.0,7840.0,8258.0,6739.0,7563.0,9281.0,9906.0,6002.0,3552.0,60265.0,3567.0,152.0,330.0,22.0,1431.0,65767.0,-599.0,2447.0,9.6,14.2,-4.6,-0.3,-4.1,-4.4,4593.0,20628.0,15023.0,7291.0,12052.0,19.0,26.8,24.3,42821.0,27538.0,25793.0,1745.0,42821.0,76.3,292.7,248.6,93.7,83.7,8.3,7.1,33.97655021,12.58015669,1.0914805,44.48064347,30.41517311,128.1758183,20.0,67349.0,18775.0,36.0,35.0,39.0,81.0,53171.0,29414.0,39.6,21056.0,9.8,10.8,5761.0,14.3,7597.0,3.5,1886.0,4.0
2184.0,2480.0,2839.0,2889.0,2790.0,2887.0,2691.0,1468.0,784.0,12322.0,7739.0,477.0,127.0,55.0,292.0,21012.0,32.0,2605.0,9.6,10.6,-1.0,-0.1,2.6,2.5,3870.0,4861.0,4640.0,1571.0,4319.0,23.5,34.3,32.0,43591.0,9558.0,9190.0,368.0,43591.0,80.8,255.0,223.5,86.2,78.1,7.1,6.2,9.545187902,8.583991325,0.226640035,10.22915515,8.142852685,30.31108111,0.0,21059.0,4490.0,31.0,33.0,37.0,79.0,16803.0,8555.0,38.5,6469.0,9.3,10.4,1750.0,16.3,2746.0,4.0,673.0,6.0
5574.0,6175.0,7175.0,6509.0,6700.0,7885.0,7304.0,4921.0,2730.0,45018.0,8015.0,200.0,594.0,36.0,1110.0,54973.0,-113.0,458.0,8.6,10.1,-1.5,1.3,-1.9,-0.5,5570.0,12528.0,12681.0,8946.0,6132.0,11.3,16.6,15.3,51525.0,26036.0,25165.0,871.0,51525.0,71.0,263.2,231.8,90.3,81.7,7.3,6.3,28.90093893,13.5662737,0.619582433,27.41652268,24.06690515,75.84721623,0.0,55158.0,13887.0,703.0,46.0,51.0,31.0,44345.0,21823.0,38.4,17028.0,8.2,8.9,3936.0,13.0,5767.0,3.4,1491.0,3.0
