0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone_pop,Black-alone_pop,Native_American-American_Indian-alone_pop,Asian-alone_pop,Hawaiian-Pacific_Islander-alone_pop,Two_or_more_races_pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less_than_a_high_school_diploma_2014-18,High_school_diploma_only_2014-18,Some_college_or_associate's_degree_2014-18,Bachelor's_degree_or_higher_2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active_Physicians_per_100000_Population_2018_(AAMC),Total_Active_Patient_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_Patient_Care_Primary_Care_Physicians_per_100000_Population_2018_(AAMC),Active_General_Surgeons_per_100000_Population_2018_(AAMC),Active_Patient_Care_General_Surgeons_per_100000_Population_2018_(AAMC),Total_nurse_practitioners_(2019),Total_physician_assistants_(2019),Total_Hospitals_(2019),Internal_Medicine_Primary_Care_(2019),Family_Medicine-General_Practice_Primary_Care_(2019),Total_Specialist_Physicians_(2019),ICU_Beds_x,Total_Population,Population_Aged_60+,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,county_pop2018_18_and_older,Obesity_prevalence,Obesity_number,Heart_disease_prevalence,Heart_disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
4643,6633,5894,5368,6640,9542,8496,6013,2704,49943,3659,290,926,26,1089,55933,410,478,7.7,9.0,-1.3,0.9,7.9,8.8,2897,13849,12616,11397,5690,10.3,15.2,14.0,62657,24698,23369,1329,62657,102.9,320.5,273.3,100.8,88.2,8.7,7.2,30.58459935,24.75854544,0.869103994,45.31569369,31.46243806,116.9010383,0,55687,15643,54,38,42,103,45892,32.3,14823,8.0,3671,7.9,3611,12.1,5554,3.3,1499,2
5313,5795,5246,5205,5601,6569,5738,3299,1827,42814,608,158,383,63,567,44593,189,683,10.9,9.9,0.9,0.6,2.8,3.4,3679,13118,7971,5977,5065,11.6,16.6,14.7,57193,23195,22476,719,57193,102.6,230.8,212.0,80.3,74.4,6.5,6.1,23.00992771,5.630868495,0.87961496,17.53232545,22.14364025,58.01460487,0,44339,10052,58,14,18,145,34423,38.0,13081,7.9,2703,9.9,3406,12.9,4457,3.1,1063,2
343,434,334,301,303,399,397,316,201,2636,279,47,13,2,51,3028,-31,43,5.9,11.5,-5.6,0.3,-5.3,-4.9,503,600,682,299,718,24.1,38.8,35.9,32597,1128,1079,49,32597,53.8,224.8,199.9,72.9,66.5,6.2,5.4,1.0444346,0.616427411,0.055175686,1.145713107,1.014051048,3.57618627,0,3102,955,388,43,48,191,2334,41.5,969,13.2,308,12.6,293,19.9,464,5.1,120,6
3695,4203,5946,4878,4540,4976,4698,2984,1597,26568,2518,6034,369,23,2005,37517,-197,4641,8.4,9.9,-1.5,1.0,-4.8,-3.8,2649,9074,8767,5462,5608,17.1,22.4,20.3,47380,16312,15231,1081,47380,83.7,287.0,249.7,97.8,87.6,7.9,6.7,16.58929073,14.19848118,0.54046558,27.83022415,22.60572354,76.20189357,6,38023,8659,843,22,26,33,30640,40.1,12287,9.0,2758,10.0,3079,12.6,3868,3.4,1048,5
47171,51000,48146,54009,54806,56719,54973,32884,16367,371060,4854,4484,19709,1178,14790,416075,3254,2917,10.1,8.4,1.7,0.7,5.4,6.2,19201,60819,100447,105014,30022,7.3,7.9,7.4,81061,218998,210750,8248,81061,128.3,303.4,271.5,109.4,101.0,9.2,8.3,208.597815,114.9720465,6.05638587,255.0632017,196.3857582,611.7942579,54,399962,94656,1358,37,41,5,326560,27.2,88824,6.7,21729,6.6,21452,9.6,31351,2.8,9027,2
846,851,705,713,762,1038,949,584,394,6672,28,17,31,1,93,6842,115,90,10.5,9.4,1.0,0.7,15.3,16.1,714,2101,1320,644,1001,14.9,23.2,22.7,46832,3187,3064,123,46832,86.1,273.1,236.3,86.6,79.0,7.0,6.3,3.816093556,0.742669656,0.13624917,4.256111368,3.055555157,12.1339937,0,6807,1916,117,25,29,45,5277,35.3,1863,9.6,504,11.0,582,13.0,687,3.5,184,5
48796,52497,52669,46464,49698,56900,51656,30710,17502,306705,82406,2300,4281,107,11093,406892,-781,5860,11.4,11.2,0.2,0.5,-2.6,-2.1,26624,88970,104807,58329,75251,18.8,28.9,25.8,48370,181781,172887,8894,48370,85.4,287.0,249.7,97.8,87.6,7.9,6.7,179.9197612,153.9901486,5.86163928,301.8337171,245.171204,826.4504326,151,410881,93094,846,22,26,49,315342,35.8,112892,8.5,26844,10.5,33114,12.6,39651,3.5,11059,3
7324,7916,6882,6748,6852,8030,7202,4850,2462,52684,590,1510,880,614,1988,58266,18,880,11.6,10.2,1.5,0.4,-1.4,-1.1,5201,13464,12748,7708,9144,16.0,22.5,21.6,49220,27232,26411,821,49220,90.5,273.1,236.3,86.6,79.0,7.0,6.3,32.49758947,6.324523558,1.160288532,36.2447508,26.02089692,103.3322533,0,58237,13667,145,25,29,145,44470,35.1,15609,8.5,3785,9.8,4349,12.3,5485,3.3,1447,4
434,493,419,463,514,648,626,506,318,3872,418,12,19,1,99,4421,-102,212,8.7,15.2,-6.5,0.0,-16.5,-16.5,713,1295,702,577,743,17.7,27.8,25.4,44290,1812,1708,104,44290,88.2,230.9,214.6,77.3,72.9,8.3,7.6,2.902875346,0.975540249,0.103886132,1.954048673,1.879844293,6.38751303,0,4625,1387,717,17,21,105,3579,39.0,1396,13.0,464,15.2,545,18.8,673,4.5,160,6
6295,6954,6121,5944,5932,6526,6086,4072,2050,38497,1060,6926,369,111,3017,49980,106,1613,12.5,13.8,-1.3,1.2,2.3,3.6,5880,13555,9153,5089,10903,22.6,30.6,27.6,38709,19120,18240,880,38709,74.6,206.7,189.1,73.9,68.5,6.2,5.8,14.3358477,16.32588137,1.584421717,16.71881796,28.64634465,59.09259236,4,49860,11673,1335,36,40,79,37983,37.8,14358,10.5,3980,11.4,4319,14.6,5556,3.8,1461,3
5741,5948,5400,5247,5001,5634,5161,3093,1704,40111,1270,311,492,70,675,42929,37,539,12.3,8.5,3.8,2.7,-5.7,-2.9,3544,9908,8817,6283,4973,11.8,16.0,14.7,58465,21734,21159,575,58465,97.3,218.2,193.1,84.8,77.9,6.9,6.5,26.14250549,11.60226701,1.605002939,17.38299793,29.39331653,55.5902289,5,42923,9608,607,15,19,139,32238,38.7,12476,7.0,2262,6.8,2201,10.5,3391,2.9,949,5
2483,4218,6429,2357,2186,2612,2423,1647,984,23395,753,83,578,17,513,25339,33,2915,10.5,7.5,3.1,2.2,-3.9,-1.8,1263,4831,3354,4058,5356,23.9,19.9,18.6,40395,10672,10297,375,40395,74.2,273.1,236.3,86.6,79.0,7.0,6.3,14.13270895,2.750439406,0.504591891,15.7622926,11.31609356,44.9376303,10,25437,4911,579,25,29,1,20684,29.3,6060,6.8,1408,8.2,1700,9.6,1981,2.7,563,5
3567,3274,3109,2581,2329,2673,2715,2440,1275,22279,419,546,255,42,422,23963,-185,550,15.5,11.5,3.9,0.9,-12.4,-11.6,4885,4983,3770,1895,6364,27.2,37.8,39.4,30570,10107,8904,1203,30570,64.5,244.8,213.8,91.1,82.1,7.7,7.3,11.68743856,6.083872125,0.468869844,11.19569701,12.97968959,33.09534949,6,24319,6445,1146,31,35,29,17723,37.0,6558,10.2,1816,9.3,1646,16.9,3001,4.6,821,5
48233,59170,80121,54810,48368,48525,41347,23055,10947,190259,200032,1515,12220,609,9941,414576,3105,31195,11.3,7.7,3.6,1.8,2.1,3.9,22729,57095,78748,96025,64210,16.7,20.2,19.0,52611,196988,190216,6772,52611,100.3,229.5,205.0,80.1,72.3,7.0,6.2,172.9531335,85.53881994,5.626481006,174.2578248,190.8926382,526.1167457,211,404869,68651,524,40,45,79,325946,36.3,118318,5.8,18763,5.8,18970,11.0,35795,2.8,9167,3
3239,3167,3021,2792,2496,2274,1862,1014,590,17854,1051,402,646,92,410,20455,-401,574,17.8,6.3,11.5,2.1,-33.3,-31.1,3428,3338,3185,2855,2530,12.7,16.9,17.2,51812,9145,8893,252,51812,99.8,206.7,189.1,73.9,68.5,6.2,5.8,5.86714215,6.681590706,0.648446303,6.842405389,11.72390916,24.18445332,0,21409,3404,1026,36,40,139,14756,35.2,5194,7.4,1099,7.5,1109,12.4,1827,3.0,449,5
3827,5849,7475,3393,3315,3892,4171,2720,1577,33776,339,256,1199,16,633,36219,-178,3047,9.6,9.5,0.1,4.4,-9.4,-5.0,1517,7160,5498,7041,6316,19.0,15.5,13.5,42282,16179,15355,824,42282,74.7,287.0,249.7,97.8,87.6,7.9,6.7,16.01534027,13.70724711,0.521766742,26.86736382,21.82361865,73.5654872,5,36333,8122,852,22,26,61,28983,31.2,9043,7.8,2250,8.6,2503,10.2,2951,3.0,868,5
26169,29617,25406,28165,30653,29307,24799,14597,6994,178681,28171,851,4871,125,3008,215707,1978,2512,10.6,7.3,3.3,0.7,5.3,6.0,11258,29106,42634,60424,16916,8.0,8.9,8.2,75663,112891,109672,3219,75663,151.7,217.1,196.7,77.2,71.2,7.6,6.9,111.9605364,23.61012494,4.45723854,100.8395056,82.43684745,279.8792755,32,208721,41610,58,0,1,117,165062,32.7,53975,6.6,10912,6.9,11446,10.6,17570,2.7,4464,2
4016,4417,4441,4340,4122,5022,4646,2765,1992,33234,1497,99,361,5,565,35761,-354,2315,10.6,10.4,0.2,1.1,-11.3,-10.2,2722,11005,7779,4014,4220,12.6,16.3,14.9,59323,16610,15876,734,59323,91.2,284.4,240.5,99.6,87.2,7.0,5.8,13.92989001,6.994415858,0.524861864,27.08792434,16.99205201,60.01949788,5,36812,9046,511,13,17,105,28089,34.9,9803,8.1,2271,9.3,2611,11.4,3194,3.2,908,5
6601,6863,6496,6726,6976,7563,6467,3873,1881,49563,2207,261,344,31,1040,53446,661,617,11.3,9.9,1.4,0.0,11.0,11.0,6015,14665,9400,5478,7259,13.8,20.2,17.4,56166,26257,25464,793,56166,107.3,253.1,225.8,85.1,77.8,8.1,7.4,45.3777185,9.410271477,0.907870151,28.31765418,19.6257843,79.75836638,6,51341,10824,1478,42,47,43,41105,35.4,14551,8.6,3531,10.8,4422,12.9,5314,3.2,1316,2
1273,1564,2061,2581,2329,2132,1942,1228,766,9578,5908,57,114,11,208,15876,-14,3202,8.2,10.4,-2.1,2.6,-1.2,1.4,3607,5573,1952,1015,4042,31.9,36.7,34.1,34297,4375,4078,297,34297,58.5,228.7,202.9,79.1,71.9,7.0,6.1,7.266801813,5.021111035,0.218834115,7.512801542,5.147883901,19.29965973,0,16339,3802,426,10,13,271,13339,41.0,5469,10.2,1358,11.5,1532,18.4,2450,4.3,573,6
20859,24247,21113,21212,24954,26557,20564,13006,5923,147080,21941,985,4836,108,3485,178435,2807,1236,10.7,9.3,1.4,1.5,13.0,14.5,13015,33120,39423,32473,16746,9.5,13.6,13.0,60044,87984,84841,3143,60044,111.4,255.0,223.5,86.2,78.1,7.1,6.2,81.05823354,72.89570208,1.924638999,86.86651909,69.14952974,257.4032818,36,169798,34692,1221,33,37,97,137375,34.1,46845,7.2,9901,7.8,10669,11.6,15882,3.0,4090,2
912,1010,843,838,852,1264,1191,864,415,7811,43,103,23,6,203,8189,-50,80,10.7,10.6,0.1,0.0,-6.1,-6.1,1113,2468,1311,915,1829,22.6,37.4,35.5,32715,3241,3079,162,32715,60.1,273.1,236.3,86.6,79.0,7.0,6.3,4.567376517,0.888880709,0.163072852,5.094021629,3.657109204,14.52284046,0,8273,2279,1023,25,29,203,6430,37.1,2386,11.8,757,14.1,908,16.0,1029,4.3,274,6
1603,1597,1258,1296,1208,1508,1570,959,513,5681,5531,49,73,17,161,11512,-220,56,12.9,15.0,-2.1,0.4,-17.4,-17.0,1677,3487,1772,984,2780,24.3,36.1,34.0,36132,5443,5196,247,36132,76.7,207.6,188.2,79.9,75.0,7.0,6.5,4.984748617,0.798323725,0.336136305,3.433937936,6.436246298,13.8923607,0,12094,3044,125,3,5,41,8562,43.2,3699,11.6,996,12.3,1056,19.3,1656,4.7,403,6
581,602,502,406,463,527,493,302,270,3953,45,51,39,0,58,4146,-114,119,12.8,7.6,5.2,1.4,-34.3,-32.8,481,796,914,552,376,9.4,13.3,12.5,67220,2291,2243,48,67220,115.6,227.6,206.5,88.0,80.5,6.8,6.3,2.33821752,1.184772824,0.197936806,1.715926986,2.547546372,5.429734107,0,4295,1016,656,16,20,119,3085,38.7,1194,8.6,266,8.7,267,13.1,403,3.4,105,6
2096,2406,2082,2033,2127,2435,2235,1498,898,16839,172,255,186,35,323,17810,-34,447,10.0,10.8,-0.8,1.7,-2.8,-1.1,2106,4844,3701,1423,3202,18.3,23.2,20.8,43696,7406,7140,266,43696,92.8,207.6,188.2,79.9,75.0,7.0,6.5,7.711811402,1.235071711,0.520030194,5.312581188,9.957396332,21.49261155,0,17803,4640,29,3,5,47,13736,37.3,5124,10.8,1481,11.7,1603,14.4,1979,3.8,517,6
